dataset,family,comparison,n,mean_delta,ci95_low,ci95_high,wins,ties,losses,pvalue
Roman-empire,iterative_relation_frozen,feature_only - fixed,3,0.002529700597127279,-0.011973838735204877,0.017033239929459435,2,0,1,0.5312512175827055
Roman-empire,iterative_relation_frozen,reliability_only - fixed,3,0.019002238909403484,0.01014281489520647,0.027861662923600497,3,0,0,0.011538808317065948
Roman-empire,iterative_relation_frozen,combined - fixed,3,0.01653134822845459,0.001084405952955933,0.03197829050395325,3,0,0,0.04406826664640268
Roman-empire,iterative_relation_frozen,shuffled_reliability - fixed,3,0.004706402619679769,-0.010356249448185896,0.019769054687545435,2,0,1,0.31101272736097474
Roman-empire,iterative_relation_frozen,constant_reliability - fixed,3,0.00800091028213501,-0.012630122881623854,0.028631943445893874,2,0,1,0.23713544967489633
Roman-empire,iterative_relation_frozen,combined_shuffled - fixed,3,0.004412253697713216,-0.010832211122861164,0.019656718518287597,2,0,1,0.3391261616000605
Roman-empire,iterative_relation_frozen,combined_constant - fixed,3,0.0018825729688008626,-0.010917271996836932,0.014682417934438658,2,0,1,0.5915531715207085
Roman-empire,iterative_relation_frozen,reliability_only - feature_only,3,0.016472538312276203,0.010519997928249269,0.022425078696303138,3,0,0,0.0069798404039895165
Roman-empire,iterative_relation_frozen,true reliability - shuffled reliability,3,0.014295836289723715,0.0066139536681738545,0.021977718911273574,3,0,0,0.01524142118403781
Roman-empire,iterative_relation_frozen,true reliability - constant reliability,3,0.011001328627268473,-0.0010402100832865371,0.023042867337823483,3,0,0,0.0590413024490128
Roman-empire,iterative_relation_frozen,combined - feature_only,3,0.01400164763132731,0.0015984857634441449,0.026404809499210476,3,0,0,0.03986938740050944
Roman-empire,iterative_relation_frozen,combined - combined_shuffled,3,0.012119094530741373,0.003750587329477058,0.020487601732005686,3,0,0,0.024802072103368236
Roman-empire,iterative_relation_frozen,combined - combined_constant,3,0.014648775259653727,0.0047768584734314435,0.024520692045876008,3,0,0,0.023664389682587387
Roman-empire,iterative_relation_finetune,feature_only - fixed,3,0.00023533900578816733,-0.006360552681523555,0.006831230693099889,1,1,1,0.892081016211161
Roman-empire,iterative_relation_finetune,reliability_only - fixed,3,0.02306153376897176,0.014466418529705895,0.03165664900823763,3,0,0,0.007419929128976003
Roman-empire,iterative_relation_finetune,combined - fixed,3,0.0221790870030721,0.01387982472506156,0.030478349281082645,3,0,0,0.007478693898935175
Roman-empire,iterative_relation_finetune,shuffled_reliability - fixed,3,0.0008236368497212728,-0.0027201864900102926,0.004367460189452838,1,2,0,0.42264973081037416
Roman-empire,iterative_relation_finetune,constant_reliability - fixed,3,-0.0034709771474202475,-0.02395236766121089,0.017010413366370398,1,1,1,0.5417278327360278
Roman-empire,iterative_relation_finetune,combined_shuffled - fixed,3,-0.003941635290781657,-0.023224150344482254,0.015340879762918938,1,1,1,0.4718835454824426
Roman-empire,iterative_relation_finetune,combined_constant - fixed,3,0.00017648935317993164,-0.012324506000196878,0.012677484706556741,1,1,1,0.9570863995772284
Roman-empire,iterative_relation_finetune,reliability_only - feature_only,3,0.022826194763183594,0.0204115444359037,0.02524084509046349,3,0,0,0.0006039143024457713
Roman-empire,iterative_relation_finetune,true reliability - shuffled reliability,3,0.02223789691925049,0.01614711802902414,0.028328675809476837,3,0,0,0.004027686563351404
Roman-empire,iterative_relation_finetune,true reliability - constant reliability,3,0.02653251091639201,0.014121511284104637,0.03894351054867938,3,0,0,0.011613602668232274
Roman-empire,iterative_relation_finetune,combined - feature_only,3,0.021943747997283936,0.016375017084323047,0.027512478910244824,3,0,0,0.0034606627502891496
Roman-empire,iterative_relation_finetune,combined - combined_shuffled,3,0.02612072229385376,0.014848770440483827,0.03739267414722369,3,0,0,0.009909736255669726
Roman-empire,iterative_relation_finetune,combined - combined_constant,3,0.02200259764989217,0.013962144678517495,0.030043050621266845,3,0,0,0.007136285258839369
Amazon-ratings,iterative_relation_frozen,feature_only - fixed,3,0.003701885541280111,-0.00632104614922956,0.013724817231789782,2,1,0,0.2529729173785256
Amazon-ratings,iterative_relation_frozen,reliability_only - fixed,3,0.0020142594973246255,-0.00562264194147289,0.009651160936122142,2,1,0,0.37413914071415943
Amazon-ratings,iterative_relation_frozen,combined - fixed,3,0.0034841299057006836,-0.0040551606510583005,0.011023420462459667,2,1,0,0.18509344591943105
Amazon-ratings,iterative_relation_frozen,shuffled_reliability - fixed,3,0.0024497807025909424,-0.005151100715955136,0.01005066212113702,2,1,0,0.2998589559377127
Amazon-ratings,iterative_relation_frozen,constant_reliability - fixed,3,0.003701885541280111,-0.006572432835928899,0.013976203918489121,2,1,0,0.26121871315357803
Amazon-ratings,iterative_relation_frozen,combined_shuffled - fixed,3,0.0043551623821258545,-0.007043153971542808,0.015753478735794517,2,1,0,0.24190136013984617
Amazon-ratings,iterative_relation_frozen,combined_constant - fixed,3,0.004137406746546428,-0.00620874855598398,0.014483562049076835,2,1,0,0.22745993764934985
Amazon-ratings,iterative_relation_frozen,reliability_only - feature_only,3,-0.001687626043955485,-0.005323922860445737,0.0019486707725347668,0,1,2,0.1839278939494173
Amazon-ratings,iterative_relation_frozen,true reliability - shuffled reliability,3,-0.0004355212052663167,-0.0016749993540420413,0.000803956943509408,0,1,2,0.2697065882447095
Amazon-ratings,iterative_relation_frozen,true reliability - constant reliability,3,-0.001687626043955485,-0.005323922860445737,0.0019486707725347668,0,1,2,0.1839278939494173
Amazon-ratings,iterative_relation_frozen,combined - feature_only,3,-0.0002177556355794271,-0.0055127098115643584,0.005077198540405505,1,1,1,0.8758475313923584
Amazon-ratings,iterative_relation_frozen,combined - combined_shuffled,3,-0.0008710324764251709,-0.006852015146525652,0.00510995019367531,1,1,1,0.5949027605114434
Amazon-ratings,iterative_relation_frozen,combined - combined_constant,3,-0.0006532768408457438,-0.005332093509196197,0.004025539827504709,1,1,1,0.6090167897062229
