dataset,family,control_mode,split,seed,base_alpha,test_accuracy,fixed_test_accuracy,accuracy_delta_pp,corrected_rate,harmed_rate,net_correction_rate,margin_delta_mean,alpha_abs_adjustment_mean,alpha_signed_adjustment_mean,alpha_channel_std_mean,local_channel_fraction_mean,relation_norm_mean,base_mixed_norm_mean,relation_to_base_norm_mean,weighted_local_shift_mean,corr_relation_ratio_margin_delta,corr_alpha_abs_margin_delta,corr_weighted_shift_margin_delta,corrected_relation_norm_mean,harmed_relation_norm_mean,corrected_relation_to_base_norm,harmed_relation_to_base_norm,corrected_alpha_abs_mean,harmed_alpha_abs_mean,corrected_weighted_local_shift_mean,harmed_weighted_local_shift_mean,preference_count,weighted_shift_auc_local_preference,local_channel_fraction_auc_local_preference,alpha_abs_auc_changed_prediction,payload_path
Roman-empire,iterative_relation_finetune,shuffled_reliability,5,0,0.75,0.8383339047431946,0.8400988578796387,-0.17649531364440918,0.013060360215604305,0.014825273305177689,-0.0017649130895733833,0.2337912768125534,0.07064759731292725,0.05097444728016853,0.0569453090429306,0.7866440415382385,0.9135566353797913,2.141566514968872,0.4265833580205516,0.02393955923616886,0.0196234043687582,-0.01595250889658928,0.0169522762298584,0.9524182677268982,0.9363568425178528,0.48946876146407914,0.4665424708390557,0.07093898952007294,0.07083949446678162,0.025147369131445885,0.024744635447859764,0,nan,nan,0.5489605152911604,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_shuffled_reliability\split5_seed0.pt
Roman-empire,iterative_relation_finetune,constant_reliability,5,0,0.75,0.8393928408622742,0.8400988578796387,-0.0706017017364502,0.010412990115582943,0.011118954978883266,-0.0007059648633003235,0.17989647388458252,0.07289000600576401,0.05186618119478226,0.05870480090379715,0.7846364378929138,0.9272766709327698,2.1216087341308594,0.437062996590952,0.02638002298772335,0.0014058502856642008,-0.08015177398920059,0.03504360467195511,0.9897754192352295,0.9471231698989868,0.49208074145799796,0.47850106010421084,0.0733572319149971,0.0732562243938446,0.027867568656802177,0.026815244928002357,0,nan,nan,0.6780514786418401,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_constant_reliability\split5_seed0.pt
Roman-empire,iterative_relation_finetune,feature_only,6,0,0.75,0.8284503817558289,0.8265089988708496,0.1941382884979248,0.013942817226052284,0.012001411989331245,0.0019414052367210388,0.12936368584632874,0.07666909694671631,0.04967896640300751,0.06382332742214203,0.78125,1.2188743352890015,2.281497001647949,0.5342432334596958,0.029472699388861656,0.007676734123378992,-0.09348831325769424,0.09213653951883316,1.2242635488510132,1.1992559432983398,0.5448697277600344,0.5493276637681058,0.07666823267936707,0.07666809111833572,0.028374595567584038,0.028188414871692657,0,nan,nan,0.3619786328753701,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_feature_only\split6_seed0.pt
Roman-empire,iterative_relation_finetune,shuffled_reliability,6,0,0.75,0.8288033604621887,0.8265089988708496,0.22943615913391113,0.015178256668150425,0.012883868999779224,0.0022943876683712006,0.14468595385551453,0.07682523131370544,0.04941814765334129,0.06411606073379517,0.7807356715202332,1.2460808753967285,2.3061726093292236,0.540324202254386,0.028810350224375725,0.0029009943827986717,-0.01342456042766571,0.08348923921585083,1.248303771018982,1.2274069786071777,0.5538041203560371,0.5654757713794756,0.07674258202314377,0.07685893774032593,0.02763993851840496,0.02779720164835453,0,nan,nan,0.4858677520233113,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_shuffled_reliability\split6_seed0.pt
Roman-empire,iterative_relation_finetune,constant_reliability,6,0,0.75,0.8321567177772522,0.8265089988708496,0.5647718906402588,0.016590187326073647,0.010942463763058186,0.005647723563015461,0.29341921210289,0.07570262998342514,0.048892807215452194,0.06376232951879501,0.7650431394577026,1.2138365507125854,2.2909903526306152,0.5298304941872869,0.029557717964053154,0.04257195442914963,0.15506231784820557,0.10865385085344315,1.2053020000457764,1.209887981414795,0.5486567663087568,0.551919358992653,0.07568026334047318,0.07570373266935349,0.028340067714452744,0.029334835708141327,0,nan,nan,0.5491434483858342,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_constant_reliability\split6_seed0.pt
Roman-empire,iterative_relation_finetune,feature_only,7,0,0.75,0.8277444243431091,0.8259795308113098,0.17648935317993164,0.01747264340519905,0.015707731246948242,0.0017649121582508087,0.15949353575706482,0.07378111034631729,0.04572184011340141,0.06348714232444763,0.7578125,0.9460442066192627,2.0839483737945557,0.45396719924335693,0.020393799990415573,0.05641843006014824,-0.09535639733076096,0.0265772957354784,0.9702244997024536,0.9593285322189331,0.48717880571282896,0.47996728500621233,0.07401249557733536,0.07390321791172028,0.020175326615571976,0.019215334206819534,0,nan,nan,0.6360037350373504,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_feature_only\split7_seed0.pt
Roman-empire,iterative_relation_finetune,shuffled_reliability,7,0,0.75,0.8245676159858704,0.8259795308113098,-0.1411914825439453,0.011824920773506165,0.013236851431429386,-0.0014119306579232216,-0.12916289269924164,0.07276143878698349,0.04384246841073036,0.06335887312889099,0.7565908432006836,1.0166964530944824,2.1307904720306396,0.47714520335994015,0.020519135519862175,-0.009388025850057602,-0.030278939753770828,-0.09955393522977829,1.0064510107040405,1.00278902053833,0.4985869854074516,0.4937603791176321,0.07284004986286163,0.07273082435131073,0.02020452544093132,0.01943008229136467,0,nan,nan,0.5160451057188264,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_shuffled_reliability\split7_seed0.pt
Roman-empire,iterative_relation_finetune,constant_reliability,7,0,0.75,0.8284503817558289,0.8259795308113098,0.2470850944519043,0.013413342647254467,0.010942463763058186,0.0024708788841962814,0.10162355750799179,0.07488837838172913,0.0451846569776535,0.06495573371648788,0.7498814463615417,1.005265235900879,2.132631301879883,0.4713731975211808,0.019323689863085747,0.09360476583242416,-0.01462220586836338,0.04325621575117111,1.0166993141174316,1.0021556615829468,0.5130980080261317,0.49155025223354565,0.07496471703052521,0.07467437535524368,0.019760197028517723,0.017817312851548195,0,nan,nan,0.47831704732752534,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_constant_reliability\split7_seed0.pt
Roman-empire,iterative_relation_finetune,feature_only,8,0,0.75,0.8222731947898865,0.8226261734962463,-0.03529787063598633,0.012883868999779224,0.013236851431429386,-0.00035298243165016174,-0.01046452485024929,0.06538853049278259,0.05082390829920769,0.05127206817269325,0.78125,0.8622809648513794,2.1094067096710205,0.40877890493951224,0.014397485181689262,0.027756832540035248,0.07630575448274612,-0.0008528303587809205,0.8405030369758606,0.8444010615348816,0.4000946576345545,0.3918161049880381,0.06549758464097977,0.06544376909732819,0.0134320929646492,0.01375326793640852,0,nan,nan,0.6177496442390398,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_feature_only\split8_seed0.pt
Roman-empire,iterative_relation_finetune,shuffled_reliability,8,0,0.75,0.8231556415557861,0.8226261734962463,0.05294680595397949,0.014648782089352608,0.014119308441877365,0.0005294736474752426,0.038735345005989075,0.06111912429332733,0.047715626657009125,0.04850032925605774,0.7772030830383301,0.8754237294197083,2.081432819366455,0.42058706928920675,0.011864759959280491,0.03085498698055744,-0.010361254215240479,0.0529288649559021,0.8671345710754395,0.84917813539505,0.4308646634979326,0.40556140705463056,0.06119636073708534,0.06110910326242447,0.011738632805645466,0.011347713880240917,0,nan,nan,0.4957174573498481,D:\Desktop\调研\experiments\reliability_routing\outputs\iter_relation_mechanism_v1\_node_diagnostics\Roman-empire\iterative_relation_finetune_shuffled_reliability\split8_seed0.pt
