graph_type,model,reliability_components,reliability_encoder,n,test_acc_mean,test_acc_std,best_val_acc_mean,qk_strength_mean,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std_mean,qk_gamma_k_std_mean,qk_gamma_q_abs_dev_max_mean,qk_gamma_k_abs_dev_max_mean,gate_corr_degree_mean,gate_corr_local_similarity_mean,gate_corr_neighbor_variance_mean,gate_corr_rwse_mean,gate_corr_layer1_local_similarity_mean,gate_corr_layer2_local_similarity_mean,elapsed_sec_mean,delta_vs_linear_gt
heterophily,gate_gt,rwse,separate,10,0.8531746208667755,0.037254277118568255,0.87166668176651,nan,nan,nan,nan,nan,nan,nan,-0.08567605847827932,0.04891097185066168,-0.053258217949713665,-0.15659833236518847,0.007480463744796619,0.03791552426717808,9.904806447029113,nan
heterophily,reliability_gt,rwse,separate,10,0.863492089509964,0.022278835989418627,0.8733333587646485,0.00677781025879085,0.00035013433953281494,0.0004931746632792055,0.0004547660879325122,0.000606136309215799,0.0025883227586746215,0.002866530418395996,0.004044703100254665,0.07551332201672077,0.04524097444322262,0.09246434808985933,0.05073434420616595,0.056764999484140856,14.94884557723999,nan
homophily,gate_gt,rwse,separate,10,0.9714285850524902,0.009255482735353105,0.9816666901111603,nan,nan,nan,nan,nan,nan,nan,-0.023079903222026993,-0.047508915973429953,0.04834961354689492,0.018717180146307837,-0.0038766710310446186,-0.06551791941223788,6.816162037849426,nan
homophily,reliability_gt,rwse,separate,10,0.9679365277290344,0.004751311878904922,0.9805555820465088,0.006755292927846312,0.00023744770733173936,0.0003488247748464346,0.0003109513607341796,0.00043831676593981684,0.00218675434589386,0.0025277405977249144,-0.0971524581396727,-0.08633127455313896,-0.019667735551309695,-0.08019106300629333,0.047452902365776026,-0.09711347399917583,11.232227754592895,nan
noisy,gate_gt,rwse,separate,10,0.6161904811859131,0.04929740761049855,0.6427777945995331,nan,nan,nan,nan,nan,nan,nan,-0.03648182271219643,-0.026627461592279116,0.0028816648757883745,-0.043137452480576696,-0.0011916783622489568,-0.054049448499355605,6.670170950889587,nan
noisy,reliability_gt,rwse,separate,10,0.6260317623615265,0.03993064636307606,0.6488889038562775,0.006758433720096946,0.00046217707276809963,0.0006021328561473637,0.0005853447102708742,0.0006916936195921153,0.002731725573539734,0.0028467893600463865,-0.06785600568125003,0.007121784438509354,0.003781948805856552,-0.05768560963600068,0.04377525836067155,-0.007918073445446514,12.157294940948486,nan
