dataset,router,status,status_detail,edge_protocol,run,split,seed,oof_folds,best_epoch,best_val_balanced_accuracy,best_val_preference_auc,train_preference_count,train_local_preference_count,train_global_preference_count,train_preference_auc,train_balanced_accuracy,train_routing_accuracy,val_preference_count,val_local_preference_count,val_global_preference_count,val_preference_auc,val_balanced_accuracy,val_routing_accuracy,test_preference_count,test_local_preference_count,test_global_preference_count,test_preference_auc,test_balanced_accuracy,test_routing_accuracy,test_routed_node_accuracy,local_expert_test_accuracy,global_expert_test_accuracy,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,router_epochs,patience,data_fingerprint,preprocess_code_hash,oof_cache_hit,elapsed_sec
Actor,reliability_only,ok,,undirected,0:0,0,0,3,1,0.5394639400824708,0.5428721703273585,1108,440,668,0.5549622346216658,0.5385751224823081,0.5712996389891697,721,255,466,0.5428721703273585,0.5394639400824708,0.5894590846047156,461,167,294,0.5413764308118458,0.5269155566418184,0.5813449023861171,0.3407894968986511,0.2743421196937561,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,21.15360951423645
Actor,node_feature_only,ok,,undirected,0:0,0,0,3,17,0.6013212151813515,0.5664184128587058,1108,440,668,0.936458900381056,0.8695291235710397,0.8763537906137184,721,255,466,0.5664184128587058,0.6013212151813515,0.6338418862690708,461,167,294,0.5605421809442339,0.5595136258096053,0.596529284164859,0.3453947603702545,0.2743421196937561,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,22.223559141159058
Actor,combined,ok,,undirected,0:0,0,0,3,34,0.5643229824118489,0.5325675334511487,1108,440,668,0.9957165215024496,0.9661268372346217,0.9657039711191335,721,255,466,0.5325675334511487,0.5643229824118489,0.5894590846047156,461,167,294,0.5408163265306123,0.5280153977758768,0.559652928416486,0.3342105448246002,0.2743421196937561,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,24.120929718017578
