"strength","dataset","family","control","acc","gain","alpha","adjust"
"0.05","Cora","hidden_mixing_frozen","reliability_only","0.687200033664703","0","0.795378625392914","0.00674998387694359"
"0.05","Cora","hidden_mixing_frozen","shuffled_reliability","0.687200033664703","0","0.799699985980988","0.00100000016391277"
"0.05","Cora","hidden_mixing_frozen","zero_reliability","0.687200033664703","0","0.799699985980988","0.00100000016391277"
"0.10","Cora","hidden_mixing_frozen","combined","0.687000024318695","-0.000200009346008301","0.797698473930359","0.003856460750103"
"0.10","Cora","hidden_mixing_frozen","combined_constant","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.10","Cora","hidden_mixing_frozen","combined_shuffled","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.10","Cora","hidden_mixing_frozen","constant_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.10","Cora","hidden_mixing_frozen","fixed","0.687200033664703","0","0.8","0"
"0.10","Cora","hidden_mixing_frozen","reliability_only","0.687200033664703","0","0.791693079471588","0.0116742623969913"
"0.10","Cora","hidden_mixing_frozen","shuffled_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.10","Cora","hidden_mixing_frozen","zero_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","combined","0.687000024318695","-0.000200009346008301","0.797541666030884","0.00398766822181642"
"0.20","Cora","hidden_mixing_frozen","combined_constant","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","combined_shuffled","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","constant_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","fixed","0.687200033664703","0","0.8","0"
"0.20","Cora","hidden_mixing_frozen","reliability_only","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","shuffled_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.20","Cora","hidden_mixing_frozen","zero_reliability","0.687200033664703","0","0.799699985980988","0.000999999931082129"
"0.05","Pubmed","hidden_mixing_finetune","combined","0.730400037765503","-0.00399999618530273","0.84594099521637","0.00581074943765998"
"0.05","Pubmed","hidden_mixing_finetune","combined_constant","0.728400027751923","-0.00600000619888306","0.845937204360962","0.0058158265426755"
"0.05","Pubmed","hidden_mixing_finetune","combined_shuffled","0.730200028419495","-0.00420000553131103","0.845950663089752","0.00579656981863081"
"0.05","Pubmed","hidden_mixing_finetune","constant_reliability","0.730200028419495","-0.00420000553131103","0.846144723892212","0.00555225252173841"
"0.05","Pubmed","hidden_mixing_finetune","fixed","0.735600030422211","0.00119999647140503","0.85","0"
"0.05","Pubmed","hidden_mixing_finetune","reliability_only","0.730200028419495","-0.00420000553131103","0.846025085449219","0.00570651297457516"
"0.05","Pubmed","hidden_mixing_finetune","shuffled_reliability","0.730200028419495","-0.00420000553131103","0.845939660072327","0.00581659451127052"
"0.05","Pubmed","hidden_mixing_finetune","zero_reliability","0.730200028419495","-0.00420000553131103","0.845962512493134","0.00578675349242985"
"0.10","Pubmed","hidden_mixing_finetune","combined","0.730400037765503","-0.00399999618530273","0.842208003997803","0.0107886376557872"
"0.10","Pubmed","hidden_mixing_finetune","combined_constant","0.730400037765503","-0.00399999618530273","0.84220073223114","0.0107983406167477"
"0.10","Pubmed","hidden_mixing_finetune","combined_shuffled","0.730000030994415","-0.00440000295639038","0.842204558849335","0.0107915728818625"
"0.10","Pubmed","hidden_mixing_finetune","constant_reliability","0.730200028419495","-0.00420000553131103","0.843114042282105","0.00960278867278248"
"0.10","Pubmed","hidden_mixing_finetune","fixed","0.735600030422211","0.00119999647140503","0.85","0"
"0.10","Pubmed","hidden_mixing_finetune","reliability_only","0.733000028133392","-0.00140000581741333","0.842193222045898","0.0108196122804657"
"0.10","Pubmed","hidden_mixing_finetune","shuffled_reliability","0.730200028419495","-0.00420000553131103","0.84228640794754","0.0106893431395292"
"0.10","Pubmed","hidden_mixing_finetune","zero_reliability","0.730000030994415","-0.00440000295639038","0.842497563362122","0.0104105434613302"
"0.20","Pubmed","hidden_mixing_finetune","combined","0.729800033569336","-0.00460000038146973","0.849335658550262","0.00140253598801792"
"0.20","Pubmed","hidden_mixing_finetune","combined_constant","0.732400035858154","-0.00199999809265137","0.83479642868042","0.0212553692515939"
"0.20","Pubmed","hidden_mixing_finetune","combined_shuffled","0.729800033569336","-0.00460000038146973","0.84913489818573","0.00167321849148721"
"0.20","Pubmed","hidden_mixing_finetune","constant_reliability","0.730000030994415","-0.00440000295639038","0.838311851024628","0.0160224717110395"
"0.20","Pubmed","hidden_mixing_finetune","fixed","0.735600030422211","0.00119999647140503","0.85","0"
"0.20","Pubmed","hidden_mixing_finetune","reliability_only","0.731600034236908","-0.0027999997138977","0.839900517463684","0.0139114507706836"
"0.20","Pubmed","hidden_mixing_finetune","shuffled_reliability","0.730000030994415","-0.00440000295639038","0.836662244796753","0.0181991101708263"
"0.20","Pubmed","hidden_mixing_finetune","zero_reliability","0.729800033569336","-0.00460000038146973","0.849460506439209","0.00123861797619611"
"0.05","Pubmed","hidden_mixing_frozen","combined","0.734400033950806","0","0.849375128746033","0.00131446504965425"
"0.05","Pubmed","hidden_mixing_frozen","combined_constant","0.734400033950806","0","0.84907032251358","0.00173507183790207"
"0.05","Pubmed","hidden_mixing_frozen","combined_shuffled","0.734400033950806","0","0.849136853218079","0.00164458192884922"
"0.05","Pubmed","hidden_mixing_frozen","constant_reliability","0.734400033950806","0","0.847990584373474","0.0031708799302578"
"0.05","Pubmed","hidden_mixing_frozen","fixed","0.734400033950806","0","0.85","0"
"0.05","Pubmed","hidden_mixing_frozen","reliability_only","0.734400033950806","0","0.848834681510925","0.00202001575380564"
"0.05","Pubmed","hidden_mixing_frozen","shuffled_reliability","0.734800040721893","0.000400006771087646","0.8420863032341","0.00921804122626781"
"0.05","Pubmed","hidden_mixing_frozen","zero_reliability","0.734400033950806","0","0.84770530462265","0.00354011747986078"
"0.10","Pubmed","hidden_mixing_frozen","combined","0.734200036525726","-0.000199997425079346","0.84868084192276","0.00384290404617786"
"0.10","Pubmed","hidden_mixing_frozen","combined_constant","0.734400033950806","0","0.847713077068329","0.00385436564683914"
"0.10","Pubmed","hidden_mixing_frozen","combined_shuffled","0.734400033950806","0","0.848007786273956","0.00342618227005005"
"0.10","Pubmed","hidden_mixing_frozen","constant_reliability","0.734400033950806","0","0.847566771507263","0.00375139303505421"
"0.10","Pubmed","hidden_mixing_frozen","fixed","0.734400033950806","0","0.85","0"
"0.10","Pubmed","hidden_mixing_frozen","reliability_only","0.734400033950806","0","0.84894255399704","0.00188929671421647"
"0.10","Pubmed","hidden_mixing_frozen","shuffled_reliability","0.734400033950806","0","0.836657881736755","0.0147999200969934"
"0.10","Pubmed","hidden_mixing_frozen","zero_reliability","0.734400033950806","0","0.847785794734955","0.00345347449183464"
"0.20","Pubmed","hidden_mixing_frozen","combined","0.734200036525726","-0.000199997425079346","0.848026728630066","0.00636052116751671"
"0.20","Pubmed","hidden_mixing_frozen","combined_constant","0.734400033950806","0","0.847493517398834","0.00384518094360828"
"0.20","Pubmed","hidden_mixing_frozen","combined_shuffled","0.734400033950806","0","0.847764015197754","0.00348020233213902"
"0.20","Pubmed","hidden_mixing_frozen","constant_reliability","0.734400033950806","0","0.847997522354126","0.00318787172436714"
"0.20","Pubmed","hidden_mixing_frozen","fixed","0.734400033950806","0","0.85","0"
"0.20","Pubmed","hidden_mixing_frozen","reliability_only","0.734400033950806","0","0.848868215084076","0.00199297210201621"
"0.20","Pubmed","hidden_mixing_frozen","shuffled_reliability","0.733800029754639","-0.000600004196166992","0.823765480518341","0.028509708866477"
"0.20","Pubmed","hidden_mixing_frozen","zero_reliability","0.734400033950806","0","0.847559905052185","0.0037650978192687"
"0.05","Roman-empire","hidden_mixing_finetune","combined","0.830391788482666","0.0104483008384705","0.746175265312195","0.0220327746123075"
"0.05","Roman-empire","hidden_mixing_finetune","combined_constant","0.825450038909912","0.00550655126571655","0.749837815761566","0.00288150731939822"
"0.05","Roman-empire","hidden_mixing_finetune","combined_shuffled","0.823226237297058","0.00328274965286255","0.749953544139862","0.00588571794796735"
"0.05","Roman-empire","hidden_mixing_finetune","constant_reliability","0.824991154670715","0.00504766702651978","0.750062954425812","0.00130377929890528"
"0.05","Roman-empire","hidden_mixing_finetune","fixed","0.824532270431519","0.004588782787323","0.75","0"
"0.05","Roman-empire","hidden_mixing_finetune","reliability_only","0.833392155170441","0.0134486675262451","0.746330344676971","0.0244518470019102"
"0.05","Roman-empire","hidden_mixing_finetune","shuffled_reliability","0.82312034368515","0.00317685604095459","0.750116002559662","0.00494457925669849"
"0.05","Roman-empire","hidden_mixing_finetune","zero_reliability","0.826050102710724","0.00610661506652832","0.750126230716705","0.00155434396583587"
"0.10","Roman-empire","hidden_mixing_finetune","combined","0.834874653816223","0.0149311661720276","0.744883000850677","0.0309301000088453"
"0.10","Roman-empire","hidden_mixing_finetune","combined_constant","0.826508975028992","0.00656548738479614","0.750159811973572","0.00335422505158931"
"0.10","Roman-empire","hidden_mixing_finetune","combined_shuffled","0.824038100242615","0.00409461259841919","0.749764466285706","0.00533519233576953"
"0.10","Roman-empire","hidden_mixing_finetune","constant_reliability","0.824744069576263","0.00480058193206787","0.750067579746246","0.00131160555174574"
"0.10","Roman-empire","hidden_mixing_finetune","fixed","0.822979152202606","0.00303566455841064","0.75","0"
"0.10","Roman-empire","hidden_mixing_finetune","reliability_only","0.834380483627319","0.0144369959831238","0.742365276813507","0.0323203943669796"
"0.10","Roman-empire","hidden_mixing_finetune","shuffled_reliability","0.823685121536255","0.00374163389205933","0.749873435497284","0.00326038948260248"
"0.10","Roman-empire","hidden_mixing_finetune","zero_reliability","0.825520622730255","0.00557713508605957","0.750168001651764","0.00165273253805935"
"0.20","Roman-empire","hidden_mixing_finetune","combined","0.835368847846985","0.0154253602027893","0.746769762039185","0.0447472110390663"
"0.20","Roman-empire","hidden_mixing_finetune","combined_constant","0.825379431247711","0.00543594360351563","0.750094282627106","0.00256122052669525"
"0.20","Roman-empire","hidden_mixing_finetune","combined_shuffled","0.825555920600891","0.00561243295669556","0.749270987510681","0.00459399898536503"
"0.20","Roman-empire","hidden_mixing_finetune","constant_reliability","0.824214589595795","0.00427110195159912","0.749989151954651","0.00120339228305966"
"0.20","Roman-empire","hidden_mixing_finetune","fixed","0.824602878093719","0.00465939044952393","0.75","0"
"0.20","Roman-empire","hidden_mixing_finetune","reliability_only","0.834062802791596","0.0141193151473999","0.743027949333191","0.051438095420599"
"0.20","Roman-empire","hidden_mixing_finetune","shuffled_reliability","0.825061750411987","0.00511826276779175","0.7497971534729","0.0035056771710515"
"0.20","Roman-empire","hidden_mixing_finetune","zero_reliability","0.824355781078339","0.00441229343414307","0.74992641210556","0.000734519760590047"
"0.05","Roman-empire","hidden_mixing_frozen","combined","0.821884906291962","0.00194141864776611","0.751931273937225","0.0352402390912175"
"0.05","Roman-empire","hidden_mixing_frozen","combined_constant","0.819414019584656","-0.000529468059539795","0.753524971008301","0.0270152440294623"
"0.05","Roman-empire","hidden_mixing_frozen","combined_shuffled","0.819414007663727","-0.00052947998046875","0.753918552398682","0.0281303832540289"
"0.05","Roman-empire","hidden_mixing_frozen","constant_reliability","0.81973170042038","-0.000211787223815918","0.753929162025452","0.0163711679168046"
"0.05","Roman-empire","hidden_mixing_frozen","fixed","0.819943487644196","0","0.75","0"
"0.05","Roman-empire","hidden_mixing_frozen","reliability_only","0.821249520778656","0.00130603313446045","0.753208351135254","0.0290225469041616"
"0.05","Roman-empire","hidden_mixing_frozen","shuffled_reliability","0.819766998291016","-0.000176489353179932","0.754013681411743","0.0203429434914142"
"0.05","Roman-empire","hidden_mixing_frozen","zero_reliability","0.819696402549744","-0.000247085094451904","0.753947448730469","0.0164701926987618"
"0.10","Roman-empire","hidden_mixing_frozen","combined","0.824002802371979","0.0040593147277832","0.753087043762207","0.0667119286954403"
"0.10","Roman-empire","hidden_mixing_frozen","combined_constant","0.820331799983978","0.000388312339782715","0.756041193008423","0.0371640741825104"
"0.10","Roman-empire","hidden_mixing_frozen","combined_shuffled","0.820896553993225","0.000953066349029541","0.756085288524628","0.0349220596253872"
"0.10","Roman-empire","hidden_mixing_frozen","constant_reliability","0.820155298709869","0.000211811065673828","0.757145047187805","0.0303602401167154"
"0.10","Roman-empire","hidden_mixing_frozen","fixed","0.819943487644196","0","0.75","0"
"0.10","Roman-empire","hidden_mixing_frozen","reliability_only","0.823155641555786","0.00321215391159058","0.755982840061188","0.0410566437989473"
"0.10","Roman-empire","hidden_mixing_frozen","shuffled_reliability","0.819802296161652","-0.000141191482543945","0.75798796415329","0.0362226281315088"
"0.10","Roman-empire","hidden_mixing_frozen","zero_reliability","0.820331799983978","0.000388312339782715","0.756169843673706","0.0265219368040562"
"0.20","Roman-empire","hidden_mixing_frozen","combined","0.823226237297058","0.00328274965286255","0.753827881813049","0.0677234007976949"
"0.20","Roman-empire","hidden_mixing_frozen","combined_constant","0.820614159107208","0.000670671463012695","0.759302473068237","0.0479452479630709"
"0.20","Roman-empire","hidden_mixing_frozen","combined_shuffled","0.820014095306396","7.06076622009277E-05","0.760043609142304","0.0554640211164951"
"0.20","Roman-empire","hidden_mixing_frozen","constant_reliability","0.819978797435761","3.53097915649414E-05","0.756564855575562","0.0275118170306087"
"0.20","Roman-empire","hidden_mixing_frozen","fixed","0.819943487644196","0","0.75","0"
"0.20","Roman-empire","hidden_mixing_frozen","reliability_only","0.82347332239151","0.00352983474731445","0.758695089817047","0.063443236798048"
"0.20","Roman-empire","hidden_mixing_frozen","shuffled_reliability","0.82008467912674","0.000141191482543945","0.756231844425201","0.0296041120309383"
"0.20","Roman-empire","hidden_mixing_frozen","zero_reliability","0.819908201694489","-3.52859497070313E-05","0.756080603599548","0.0251004477962852"
"0.05","Squirrel","hidden_mixing_finetune","combined","0.345437067747116","-0.00461094975471497","0.749795341491699","0.000807775184512138"
"0.05","Squirrel","hidden_mixing_finetune","combined_constant","0.346205562353134","-0.0038424551486969","0.749796271324158","0.000807928061112762"
"0.05","Squirrel","hidden_mixing_finetune","combined_shuffled","0.34582132101059","-0.00422669649124145","0.749795627593994","0.000807053572498262"
"0.05","Squirrel","hidden_mixing_finetune","constant_reliability","0.345437067747116","-0.00461094975471497","0.749794995784759","0.000824952102266252"
"0.05","Squirrel","hidden_mixing_finetune","fixed","0.347166174650192","-0.00288184285163879","0.75","0"
"0.05","Squirrel","hidden_mixing_finetune","reliability_only","0.346974050998688","-0.00307396650314331","0.749777638912201","0.000851386145222932"
"0.05","Squirrel","hidden_mixing_finetune","shuffled_reliability","0.345437067747116","-0.00461094975471497","0.749796092510223","0.000820126652251929"
"0.05","Squirrel","hidden_mixing_finetune","zero_reliability","0.346974050998688","-0.00307396650314331","0.749783515930176","0.000888093723915517"
"0.10","Squirrel","hidden_mixing_finetune","combined","0.346205562353134","-0.0038424551486969","0.749795091152191","0.000808305339887738"
"0.10","Squirrel","hidden_mixing_finetune","combined_constant","0.34601343870163","-0.00403457880020142","0.74979567527771","0.000808926322497427"
"0.10","Squirrel","hidden_mixing_finetune","combined_shuffled","0.34582132101059","-0.00422669649124145","0.749795866012573","0.000806577480398118"
"0.10","Squirrel","hidden_mixing_finetune","constant_reliability","0.347358298301697","-0.00268971920013428","0.749820005893707","0.000995030603371561"
"0.10","Squirrel","hidden_mixing_finetune","fixed","0.346205562353134","-0.0038424551486969","0.75","0"
"0.10","Squirrel","hidden_mixing_finetune","reliability_only","0.345821315050125","-0.00422670245170593","0.749794149398804","0.000818525953218341"
"0.10","Squirrel","hidden_mixing_finetune","shuffled_reliability","0.345437067747116","-0.00461094975471497","0.749796152114868","0.000819977140054107"
"0.10","Squirrel","hidden_mixing_finetune","zero_reliability","0.345437067747116","-0.00461094975471497","0.749791717529297","0.00082914853701368"
"0.20","Squirrel","hidden_mixing_finetune","combined","0.346589803695679","-0.00345821380615234","0.749795150756836","0.00080818145070225"
"0.20","Squirrel","hidden_mixing_finetune","combined_constant","0.346205562353134","-0.0038424551486969","0.749795699119568","0.00080889817327261"
"0.20","Squirrel","hidden_mixing_finetune","combined_shuffled","0.346781933307648","-0.00326608419418335","0.749795186519623","0.000807985931169242"
"0.20","Squirrel","hidden_mixing_finetune","constant_reliability","0.346974050998688","-0.00307396650314331","0.74980720281601","0.000931270362343639"
"0.20","Squirrel","hidden_mixing_finetune","fixed","0.345437073707581","-0.00461094379425049","0.75","0"
"0.20","Squirrel","hidden_mixing_finetune","reliability_only","0.345821315050125","-0.00422670245170593","0.749794232845306","0.000818368245381862"
"0.20","Squirrel","hidden_mixing_finetune","shuffled_reliability","0.345437067747116","-0.00461094975471497","0.749796164035797","0.000819911097642034"
"0.20","Squirrel","hidden_mixing_finetune","zero_reliability","0.345437067747116","-0.00461094975471497","0.749792075157166","0.000828413420822471"
"0.05","Squirrel","hidden_mixing_frozen","combined","0.34793466925621","-0.00211334824562073","0.74607367515564","0.0114694934338331"
"0.05","Squirrel","hidden_mixing_frozen","combined_constant","0.349279528856277","-0.000768488645553589","0.746101093292236","0.00590689840028062"
"0.05","Squirrel","hidden_mixing_frozen","combined_shuffled","0.349855893850327","-0.000192123651504517","0.749227094650269","0.00170185547322035"
"0.05","Squirrel","hidden_mixing_frozen","constant_reliability","0.349471652507782","-0.000576364994049072","0.746482956409454","0.00533739915117621"
"0.05","Squirrel","hidden_mixing_frozen","fixed","0.350048017501831","0","0.75","0"
"0.05","Squirrel","hidden_mixing_frozen","reliability_only","0.348703157901764","-0.00134485960006714","0.744896423816681","0.0156022779177874"
"0.05","Squirrel","hidden_mixing_frozen","shuffled_reliability","0.350048017501831","0","0.74928412437439","0.00161463357508183"
"0.05","Squirrel","hidden_mixing_frozen","zero_reliability","0.349279528856277","-0.000768488645553589","0.746415662765503","0.00540914518060163"
"0.10","Squirrel","hidden_mixing_frozen","combined","0.348511040210724","-0.00153697729110718","0.739227986335754","0.0176645518047735"
"0.10","Squirrel","hidden_mixing_frozen","combined_constant","0.350432270765305","0.000384253263473511","0.748142671585083","0.0131731331115589"
"0.10","Squirrel","hidden_mixing_frozen","combined_shuffled","0.351008635759354","0.000960618257522583","0.74844731092453","0.0135670638410375"
"0.10","Squirrel","hidden_mixing_frozen","constant_reliability","0.350432270765305","0.000384253263473511","0.74783890247345","0.0137228035135195"
"0.10","Squirrel","hidden_mixing_frozen","fixed","0.350048017501831","0","0.75","0"
"0.10","Squirrel","hidden_mixing_frozen","reliability_only","0.350048017501831","0","0.740537631511688","0.0326073728268966"
"0.10","Squirrel","hidden_mixing_frozen","shuffled_reliability","0.349855893850327","-0.000192123651504517","0.746155524253845","0.0252522425260395"
"0.10","Squirrel","hidden_mixing_frozen","zero_reliability","0.350432270765305","0.000384253263473511","0.747866690158844","0.0141446035122499"
"0.20","Squirrel","hidden_mixing_frozen","combined","0.349471652507782","-0.000576364994049072","0.729798853397369","0.0500718261813745"
"0.20","Squirrel","hidden_mixing_frozen","combined_constant","0.349663776159287","-0.000384241342544556","0.745829081535339","0.00631221259245649"
"0.20","Squirrel","hidden_mixing_frozen","combined_shuffled","0.35043226480484","0.000384247303009033","0.741073501110077","0.0246043164515868"
"0.20","Squirrel","hidden_mixing_frozen","constant_reliability","0.351008641719818","0.000960624217987061","0.749245405197144","0.0132124550407752"
"0.20","Squirrel","hidden_mixing_frozen","fixed","0.350048017501831","0","0.75","0"
"0.20","Squirrel","hidden_mixing_frozen","reliability_only","0.348318916559219","-0.00172910094261169","0.738245391845703","0.0283552530221641"
"0.20","Squirrel","hidden_mixing_frozen","shuffled_reliability","0.351392883062363","0.00134486556053162","0.748002409934998","0.0279840100323781"
"0.20","Squirrel","hidden_mixing_frozen","zero_reliability","0.350432270765305","0.000384253263473511","0.748148787021637","0.0127513362793252"
