graph_type,model,n,test_acc_mean,test_acc_std,best_val_acc_mean,gate_local_similarity_corr_mean,elapsed_sec_mean,delta_vs_linear_gt
heterophily,gate_gt,1,0.37037035822868347,0.0,0.4722222089767456,0.16994690981558516,0.2875955104827881,0.07407405972480774
heterophily,linear_gt,1,0.29629629850387573,0.0,0.3055555522441864,nan,0.060662269592285156,0.0
heterophily,qk_gt,1,0.3611111044883728,0.0,0.2777777910232544,nan,0.0474851131439209,0.06481480598449707
heterophily,reliability_gt,1,0.3333333432674408,0.0,0.3055555522441864,0.13548741922223564,0.06508421897888184,0.037037044763565063
