model,graph_type,seed,best_val_acc,test_acc_at_best_val,qk_strength_init,fixed_qk_strength,elapsed_sec,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity
linear_gt,heterophily,0,0.8666666746139526,0.8063492178916931,-5.0,0.02,15.391263008117676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,1,0.8777778148651123,0.882539689540863,-5.0,0.02,14.363557577133179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,2,0.8722222447395325,0.7857142686843872,-5.0,0.02,7.661466360092163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,3,0.8388888835906982,0.803174614906311,-5.0,0.02,6.488149404525757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,4,0.8444444537162781,0.8190476298332214,-5.0,0.02,12.336413621902466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,5,0.7666667103767395,0.761904776096344,-5.0,0.02,7.94289755821228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,6,0.7833333611488342,0.7555555701255798,-5.0,0.02,6.090760231018066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,7,0.8277778029441833,0.8158730268478394,-5.0,0.02,8.907047748565674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,8,0.8611111044883728,0.8380952477455139,-5.0,0.02,7.922772169113159,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,9,0.800000011920929,0.8317460417747498,-5.0,0.02,11.415149927139282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
gate_gt,heterophily,0,0.8888888955116272,0.865079402923584,-5.0,0.02,14.037272453308105,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34141015938416164,-0.18028255015019293,-0.21230407748305116,-0.2534318639245256,-0.24852314468629105,-0.13331500423271334
gate_gt,heterophily,1,0.8666666746139526,0.8619047999382019,-5.0,0.02,6.778398036956787,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25079568715754996,0.3157421561099784,-0.19244453877667023,-0.5785290868071901,0.33463437786567396,-0.059481825676466635
gate_gt,heterophily,2,0.8833333253860474,0.8222222328186035,-5.0,0.02,9.790358066558838,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14846366413784434,-0.07768253666028628,-0.0531551072844416,-0.448722407493758,-0.29908758830438364,-0.006168423956145322
gate_gt,heterophily,3,0.894444465637207,0.865079402923584,-5.0,0.02,7.458773612976074,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1844077351168216,0.30180403566941816,0.14762702805040795,-0.37837481270488466,0.2940325887087275,0.09076399499768843
gate_gt,heterophily,4,0.8388888835906982,0.8222222328186035,-5.0,0.02,9.976346731185913,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03193249031148595,-0.00894410241367813,0.20699031361504644,-0.21677603307217475,0.20969391967513207,-0.05523498512803252
gate_gt,heterophily,5,0.7722222208976746,0.7666666507720947,-5.0,0.02,5.461208343505859,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029299880817938117,0.09671790058450828,-0.2675820316348161,0.07565089747153701,0.21192235812748358,0.012814705355288841
gate_gt,heterophily,6,0.8611111044883728,0.865079402923584,-5.0,0.02,8.644255638122559,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.09413584441638141,-0.021975182409699263,-0.06080165394355019,-0.04263340180409345,-0.07524479168315269,0.02724966121794335
