alpha_mean,bucket,control_mode,count,dataset,degree_mean,family,fraction_of_test,global_preference_rate,local_advantage_mean,local_preference_rate,local_similarity_mean,neighbor_variance_mean,rwse_mean,seed,split,test_accuracy
0.75,low,fixed,6123,Amazon-ratings,0.011721544899046421,iterative_relation_finetune,1.0,0.18518517911434174,0.07065358012914658,0.8148148059844971,0.5249931216239929,-0.0026651646476238966,0.0016766644548624754,0,1,0.4710109531879425
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_finetune,0.0,nan,nan,nan,nan,nan,nan,0,1,nan
0.75,high,fixed,6123,Amazon-ratings,0.011721544899046421,iterative_relation_finetune,1.0,0.18518517911434174,0.07065358012914658,0.8148148059844971,0.5249931216239929,-0.0026651646476238966,0.0016766644548624754,0,1,0.4710109531879425
0.75,low,fixed,6123,Amazon-ratings,0.003959277179092169,iterative_relation_finetune,1.0,0.3214285671710968,0.0704444870352745,0.6785714030265808,0.5251477956771851,0.006452081725001335,0.008195827715098858,0,2,0.48260655999183655
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_finetune,0.0,nan,nan,nan,nan,nan,nan,0,2,nan
0.75,high,fixed,6123,Amazon-ratings,0.003959277179092169,iterative_relation_finetune,1.0,0.3214285671710968,0.0704444870352745,0.6785714030265808,0.5251477956771851,0.006452081725001335,0.008195827715098858,0,2,0.48260655999183655
0.5,low,fixed,6123,Amazon-ratings,0.016446534544229507,iterative_relation_finetune,1.0,0.5185185074806213,0.07047181576490402,0.48148149251937866,0.5273684859275818,-0.006983085069805384,0.013893578201532364,0,3,0.4484729766845703
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_finetune,0.0,nan,nan,nan,nan,nan,nan,0,3,nan
0.5,high,fixed,6123,Amazon-ratings,0.016446534544229507,iterative_relation_finetune,1.0,0.5185185074806213,0.07047181576490402,0.48148149251937866,0.5273684859275818,-0.006983085069805384,0.013893578201532364,0,3,0.4484729766845703
1.0,low,fixed,6123,Amazon-ratings,-0.014064298942685127,iterative_relation_finetune,1.0,0.2647058963775635,0.07041243463754654,0.7352941036224365,0.5280535221099854,-0.01203747745603323,-0.004690318834036589,0,4,0.4716642200946808
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_finetune,0.0,nan,nan,nan,nan,nan,nan,0,4,nan
1.0,high,fixed,6123,Amazon-ratings,-0.014064298942685127,iterative_relation_finetune,1.0,0.2647058963775635,0.07041243463754654,0.7352941036224365,0.5280535221099854,-0.01203747745603323,-0.004690318834036589,0,4,0.4716642200946808
0.75,low,fixed,6123,Amazon-ratings,-0.004727243445813656,iterative_relation_finetune,1.0,0.5325342416763306,0.06397920101881027,0.46746575832366943,0.525343120098114,-0.00506720831617713,-0.0036082176957279444,0,5,0.4768904149532318
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_finetune,0.0,nan,nan,nan,nan,nan,nan,0,5,nan
0.75,high,fixed,6123,Amazon-ratings,-0.004727243445813656,iterative_relation_finetune,1.0,0.5325342416763306,0.06397920101881027,0.46746575832366943,0.525343120098114,-0.00506720831617713,-0.0036082176957279444,0,5,0.4768904149532318
