graph_type,model,n,test_acc_mean,test_acc_std,best_val_acc_mean,gate_local_similarity_corr_mean,elapsed_sec_mean,delta_vs_linear_gt
heterophily,gate_gt,1,0.37037035822868347,0.0,0.4722222089767456,0.16994690981558516,0.034180402755737305,0.07407405972480774
heterophily,linear_gt,1,0.29629629850387573,0.0,0.3055555522441864,nan,0.044996023178100586,0.0
heterophily,qk_gt,1,0.35185185074806213,0.0,0.3333333432674408,nan,0.04224061965942383,0.0555555522441864
heterophily,reliability_gt,1,0.2777777910232544,0.0,0.3888888955116272,0.13268136147207565,0.0430607795715332,-0.018518507480621338
