model,graph_type,seed,best_val_acc,test_acc_at_best_val,gate_local_similarity_corr,elapsed_sec
linear_gt,heterophily,0,0.3055555522441864,0.29629629850387573,nan,0.044996023178100586
qk_gt,heterophily,0,0.3333333432674408,0.35185185074806213,nan,0.04224061965942383
gate_gt,heterophily,0,0.4722222089767456,0.37037035822868347,0.16994690981558516,0.034180402755737305
reliability_gt,heterophily,0,0.3888888955116272,0.2777777910232544,0.13268136147207565,0.0430607795715332
