dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,backbone_training_mode,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,causal_interventions,save_external_expert_logits,reuse_compatible_backbone_cache,compatible_backbone_cache_config,reliability_components,reliability_encoder_mode,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_relative_strength,relation_to_branch_disagreement,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Amazon-ratings,iterative_relation_frozen_combined,iterative_relation_frozen,combined,undirected,0:0,0,0,-1,accuracy,0.46447819471359253,0.46872448921203613,0.46447819471359253,0.46872448921203613,nan,nan,0.35055676536560154,frozen,0.75,0.46447819471359253,0.46872448921203613,0.46447819471359253,0.46872448921203613,nan,nan,0.35055676536560154,1.1920928955078125e-06,166144,166144,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9869881b689d2422,3.3392927646636963,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3225104808807373,0.4960513710975647,0.17969952523708344,nan,nan,nan,nan,nan
Amazon-ratings,iterative_relation_frozen_combined,iterative_relation_frozen,combined,undirected,1:0,1,0,1,accuracy,0.46758124232292175,0.46104851365089417,0.46758124232292175,0.46104851365089417,nan,nan,0.34027748534830576,frozen,1.0,0.4674179255962372,0.46431487798690796,0.4674179255962372,0.46431487798690796,nan,nan,0.36925790142747494,1.1920928955078125e-06,166144,166144,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9869881b689d2422,2.390481472015381,0.9989873766899109,0.0015041815349832177,0.9797819256782532,1.0,nan,0.0010125422850251198,0.020218074321746826,0.0005703929346054792,0.010258261114358902,2582228.0,0.0025943892542272806,0.0030919138807803392,1.9080554246902466,0.4954811930656433,0.1042509451508522,-0.14680758555530254,-0.3740162726480975,0.3223501566988435,-0.16278322350963148,-0.21747581735184698
Amazon-ratings,iterative_relation_frozen_combined,iterative_relation_frozen,combined,undirected,2:0,2,0,-1,accuracy,0.4796668291091919,0.47248080372810364,0.4796668291091919,0.47248080372810364,nan,nan,0.350221488950363,frozen,0.75,0.4796668291091919,0.47248080372810364,0.4796668291091919,0.47248080372810364,nan,nan,0.350221488950363,1.1920928955078125e-06,166144,166144,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9869881b689d2422,2.3197529315948486,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1084461212158203,0.49549293518066406,0.168617382645607,nan,nan,nan,nan,nan
