alpha_pearson_test,alpha_spearman_test,component,component_auc_for_local_preference,component_corr_local_advantage,control_mode,dataset,family,seed,split,test_count
-0.2831990265534033,-0.3067177252502963,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,2,5666
0.12169460539451657,0.231774929293598,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,3,5666
0.34549720462197525,0.37322309255111946,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,3,5666
0.13431062526604096,0.16612098840039968,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,3,5666
0.29753842126506713,0.3142924739820934,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,3,5666
0.536590368268501,0.5991911365364468,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,4,5666
0.331869202101941,0.34312403818787784,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,4,5666
0.34330995018865257,0.4084028748399585,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,4,5666
-0.05064679814064765,-0.00034925386823313534,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,4,5666
0.4221355749581045,0.4832930466967627,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,5,5666
0.29401000483271644,0.30847647746245177,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,5,5666
0.3169682651943354,0.34612198731500504,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,5,5666
0.03243449316358582,0.08827519574965692,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,5,5666
0.4632292768957284,0.5406447747714016,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,6,5666
0.38506329343294127,0.3845324376321733,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,6,5666
0.2728164891521465,0.3278971910577739,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,6,5666
0.09734740197619642,0.16033772094032503,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,6,5666
-0.2719394353259481,-0.2837480516405224,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,7,5666
0.3864615075309853,0.46047709479074356,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,7,5666
-0.21278803517570985,-0.21364365801053325,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,7,5666
0.16761456543355818,0.14554550434554564,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,7,5666
0.32781615164067396,0.38771842895501313,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,8,5666
0.4361303408431315,0.45041477957390924,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,8,5666
0.13086422452450253,0.1708495222859594,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,8,5666
0.11046364244621512,0.15173633077842785,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,8,5666
0.6622125572930065,0.6972488962674733,degree,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,9,5666
-0.21455958792135577,-0.183267835088462,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,9,5666
0.5357438257985013,0.5743818202902744,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,9,5666
0.31943164709232325,0.34382833367898646,rwse,nan,nan,combined,Roman-empire,iterative_relation_finetune,0,9,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,0,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,0,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,0,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,0,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,1,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,1,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,1,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,1,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,2,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,2,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,2,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,2,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,3,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,3,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,3,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,3,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,4,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,4,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,4,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,4,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,5,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,5,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,5,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,5,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,6,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,6,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,6,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,6,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,7,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,7,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,7,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,7,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,8,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,8,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,8,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,8,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,9,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,9,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,9,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_finetune,0,9,5666
0.03370414516467333,-0.062385061210970934,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,0,5666
0.5383528015150846,0.5672453723093764,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,0,5666
-0.13266152248092988,-0.23517606720862566,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,0,5666
-0.3829677185049577,-0.4289177842922444,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,0,5666
0.6206411205073936,0.6572238304744887,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,1,5666
-0.22163181917643363,-0.1929552391622198,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,1,5666
0.5307042178049964,0.5524663054973759,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,1,5666
0.37127579088158535,0.37451284511748434,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,1,5666
-0.2146732497061844,-0.24217940531326826,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,2,5666
0.22196897245821334,0.19939126321687767,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,2,5666
-0.40964528532463307,-0.45651146839320117,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,2,5666
-0.2541599030449517,-0.2665654567970178,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,2,5666
0.1580116762868104,0.20495013462318135,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,3,5666
0.4347994877726828,0.4103003175702868,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,3,5666
0.002608210871116558,0.018817298089344087,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,3,5666
0.26202747800484333,0.31216590734214594,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,3,5666
0.5148073639770528,0.5873835630743078,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,4,5666
0.2833220140653912,0.26917740292289916,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,4,5666
0.24637302327992786,0.33673691776013487,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,4,5666
0.09942723994688088,0.17066449990049595,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,4,5666
0.61759935234781,0.7210081366262732,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,5,5666
0.3468361963257689,0.3062710432386547,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,5,5666
0.37585255257955535,0.4490912244931477,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,5,5666
0.07300168676202887,0.18056323460382398,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,5,5666
0.34147003338036414,0.34095765946434553,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,6,5666
0.4204171597622803,0.42303131352312656,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,6,5666
0.00963400428760512,-0.008077307375234323,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,6,5666
-0.16189685188691927,-0.15198991389098626,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,6,5666
-0.3145462348419864,-0.3522729343386767,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,7,5666
0.5874843624339706,0.5757563067888033,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,7,5666
-0.4946783691932309,-0.5010654248860574,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,7,5666
-0.3876898770093703,-0.4097250710199877,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,7,5666
0.49777074508018704,0.5361623857047922,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,8,5666
0.4290703108869392,0.4246633364143157,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,8,5666
0.16203063914910534,0.20671525319470185,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,8,5666
0.05336251998912761,0.14048687701621915,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,8,5666
0.7225679712571528,0.7910303426366311,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,9,5666
-0.05287308553836908,-0.009652311112649149,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,9,5666
0.6179479534295486,0.6560784394128726,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,9,5666
0.3705021739756059,0.3916283802799392,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_finetune,0,9,5666
0.5461267901117278,0.5642840238249669,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,0,5666
0.08066341163551705,0.10562036666597405,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,0,5666
0.37244756144554547,0.39676633514138615,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,0,5666
0.04598535684400261,0.05465853717604457,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,0,5666
0.0750601500305279,0.08404841078634707,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,1,5666
0.0018569786320381046,-0.008725132640028577,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,1,5666
0.16349697851459036,0.14108264258832182,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,1,5666
0.21084391928920826,0.21652503680018306,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,1,5666
0.4663814276809428,0.4452700281312302,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,2,5666
-0.15910406243855707,-0.15340989847191344,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,2,5666
0.25279921665941973,0.26060313281916136,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,2,5666
0.04108739037242985,0.050442293108853786,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,2,5666
0.3331426086315245,0.33054598110170746,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,3,5666
0.025695540922543808,0.0137279093724144,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,3,5666
0.15549346610994433,0.1573410476721064,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,3,5666
0.25811345588674267,0.26370267777923684,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,3,5666
0.19156293120883322,0.21218114294972934,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,4,5666
0.2944661385322341,0.28989605679414016,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,4,5666
0.2936162114352287,0.29166215226210607,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,4,5666
0.1762714507748826,0.18315835891975027,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,4,5666
0.13929393938772144,0.14261344790105432,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,5,5666
0.004700881400531648,0.016392531814551175,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,5,5666
0.28495024433071375,0.250574640586497,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,5,5666
-0.029798442751301998,-0.027989785030132996,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,5,5666
0.5735997739201757,0.6391393759413211,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,6,5666
0.18626448112519783,0.13620561719183275,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,6,5666
0.5075805316847939,0.5555717024956246,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,6,5666
0.042590869615306774,0.10535869196908396,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,6,5666
0.22815592862858378,0.2204437879364657,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,7,5666
0.1445214732376181,0.15492724625844043,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,7,5666
0.17410511617832997,0.16637312331567952,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,7,5666
-0.04839332390652468,-0.027092880305738323,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,7,5666
0.28352579362607516,0.2634520637375748,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,8,5666
-0.06326887425521754,-0.014729266263759184,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,8,5666
0.19715228529508824,0.1838671403199593,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,8,5666
0.026762848282272052,0.019947969565859244,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,8,5666
0.07790192664177342,0.10267367210955977,degree,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,9,5666
-0.1913662792639172,-0.19752334703413316,local_similarity,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,9,5666
0.16712591960751785,0.1756088207856998,neighbor_variance,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,9,5666
0.09297785702177008,0.10488990639289525,rwse,nan,nan,combined,Roman-empire,iterative_relation_frozen,0,9,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,0,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,0,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,0,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,0,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,1,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,1,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,1,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,1,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,2,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,2,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,2,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,2,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,3,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,3,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,3,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,3,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,4,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,4,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,4,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,4,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,5,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,5,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,5,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,5,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,6,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,6,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,6,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,6,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,7,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,7,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,7,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,7,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,8,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,8,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,8,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,8,5666
nan,nan,degree,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,9,5666
nan,nan,local_similarity,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,9,5666
nan,nan,neighbor_variance,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,9,5666
nan,nan,rwse,nan,nan,fixed,Roman-empire,iterative_relation_frozen,0,9,5666
0.4017192514683964,0.4080897019463071,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,0,5666
-0.04892660794638831,-0.04466565006346757,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,0,5666
0.22496566559232523,0.25185382651963034,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,0,5666
0.09393125962565854,0.12169995731929915,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,0,5666
-0.1573330540704142,-0.1362117669538107,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,1,5666
0.06113109836303826,0.06512868198999117,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,1,5666
-0.24634458056535397,-0.2289512692423541,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,1,5666
0.1657452242521655,0.1611561298686792,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,1,5666
0.2795026348431689,0.26312527441242684,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,2,5666
-0.027465813422530894,-0.010390055923681408,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,2,5666
0.18505629293097467,0.19860732891515875,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,2,5666
-0.014877887600249709,-0.018935648197909362,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,2,5666
0.131703996923849,0.11689016153348845,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,3,5666
-0.01411952310195487,-0.005094672160753239,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,3,5666
0.20513506609155768,0.1837932001779473,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,3,5666
0.5777112536706873,0.5706773328080664,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,3,5666
0.43787265937050124,0.45418863938419796,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,4,5666
0.36785167125086865,0.43647189731437525,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,4,5666
0.3186282041994401,0.33277822504524357,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,4,5666
0.07541547718592483,0.10074754582993597,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,4,5666
0.105475490197601,0.1010169124197377,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,5,5666
0.0005404633798073422,0.008391831478709482,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,5,5666
0.062005531865976446,0.04220995414594341,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,5,5666
-0.3844124003673087,-0.3986165955209493,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,5,5666
0.30965766319804816,0.29215664055471907,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,6,5666
0.06248165191286193,0.058120402722243655,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,6,5666
0.2036705632113977,0.18508492901702556,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,6,5666
-0.12254758822166632,-0.10722854184182116,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,6,5666
0.47608983828810975,0.4128437974797241,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,7,5666
0.008207120623783894,0.030324969059362047,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,7,5666
0.14237644586813086,0.1241335760410583,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,7,5666
-0.2921005206900345,-0.319530351119086,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,7,5666
0.23072495728140277,0.21327158526009546,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,8,5666
-0.01769503330274927,0.037631439750742374,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,8,5666
0.19716012200779817,0.18590056603276653,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,8,5666
0.12002381586500029,0.132160047342613,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,8,5666
0.1034981144730371,0.12240821784634881,degree,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,9,5666
0.026920924332069114,0.04686231977786134,local_similarity,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,9,5666
0.07775269251924535,0.07210339394623348,neighbor_variance,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,9,5666
-0.05993658678204572,-0.057472418116850964,rwse,nan,nan,reliability_only,Roman-empire,iterative_relation_frozen,0,9,5666
