model,graph_type,seed,best_val_acc,test_acc_at_best_val,qk_strength_init,fixed_qk_strength,elapsed_sec,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity
linear_gt,heterophily,0,0.8388888835906982,0.817460298538208,-2.0,nan,15.88953948020935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,1,0.855555534362793,0.8380952477455139,-2.0,nan,8.484610080718994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,2,0.8777777552604675,0.7952380776405334,-2.0,nan,12.602064609527588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,3,0.8444444537162781,0.8238095045089722,-2.0,nan,9.399471044540405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,4,0.7888888716697693,0.8015872836112976,-2.0,nan,9.082029581069946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,5,0.7777777910232544,0.7428571581840515,-2.0,nan,8.438599824905396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,6,0.8333333134651184,0.8365079164505005,-2.0,nan,15.01046895980835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,7,0.8444444537162781,0.858730137348175,-2.0,nan,16.261141538619995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,8,0.8833333253860474,0.855555534362793,-2.0,nan,12.821775913238525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,9,0.8444444537162781,0.8365079164505005,-2.0,nan,12.672735214233398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
gate_gt,heterophily,0,0.8722222447395325,0.8333333134651184,-2.0,nan,7.592305421829224,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.46497647466466197,-0.15255947318092752,-0.267893720651136,-0.3741793956938338,-0.23621599742544463,-0.06594430124498578
gate_gt,heterophily,1,0.8833333253860474,0.8571428656578064,-2.0,nan,11.637600183486938,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03418916806561698,0.37749634370683,-0.1846879210803813,-0.14187048506402591,0.295400268456257,0.15575317203850034
gate_gt,heterophily,2,0.8999999761581421,0.8349206447601318,-2.0,nan,12.90464448928833,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04988531755005872,0.06237257096461244,0.02189011464207289,-0.4065851326551276,0.1344355053543632,0.032993475873373306
gate_gt,heterophily,3,0.9111111164093018,0.8698412775993347,-2.0,nan,14.1852548122406,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.05348721075318683,0.30376187165693763,0.1589524917779589,-0.19923247624387397,0.3252322411095424,0.20607973203335722
