dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,backbone_training_mode,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,causal_interventions,save_external_expert_logits,reuse_compatible_backbone_cache,compatible_backbone_cache_config,reliability_components,reliability_encoder_mode,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_relative_strength,relation_to_branch_disagreement,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,0:0,0,0,199,accuracy,0.8301853537559509,0.8212142586708069,0.8301853537559509,0.8212142586708069,nan,nan,0.771984275750773,finetuned,0.75,0.8211826682090759,0.8138015866279602,0.8211826682090759,0.8138015866279602,nan,nan,0.7553237940979045,4.76837158203125e-06,304850,200576,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",component_aligned,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,10.270045518875122,0.7890505194664001,0.04537678509950638,0.662360429763794,0.8485689759254456,nan,0.051563289016485214,0.09856897592544556,0.06812555342912674,0.8793215155601501,0.42561519145965576,0.04557657614350319,0.046820856630802155,5.984879970550537,0.46006855368614197,0.3715118169784546,0.3058615953834268,-0.11471657708550569,0.20602406180414748,-0.08482995359152029,nan
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,1:0,1,0,167,accuracy,0.8337157964706421,0.8365690112113953,0.8337157964706421,0.8365690112113953,nan,nan,0.7869300813623232,finetuned,0.75,0.8255957365036011,0.8220967054367065,0.8255957365036011,0.8220967054367065,nan,nan,0.7688650035750931,3.814697265625e-06,304850,200576,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",component_aligned,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,9.161322355270386,0.7935629487037659,0.060489222407341,0.654865026473999,0.8497041463851929,nan,0.06751928478479385,0.09970414638519287,0.06875283271074295,0.8243070244789124,0.6208361983299255,0.038836460560560226,0.03984442353248596,7.761049747467041,0.4698983430862427,0.4455225169658661,-0.1562880991839201,0.00042973796244303604,-0.18372985849201798,-0.2429686797235917,nan
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,2:0,2,0,101,accuracy,0.827360987663269,0.8220967054367065,0.827360987663269,0.8220967054367065,nan,nan,0.7734001389799494,finetuned,0.75,0.8206531405448914,0.816272497177124,0.8206531405448914,0.816272497177124,nan,nan,0.7682694541028842,4.76837158203125e-06,304850,200576,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",component_aligned,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,7.444195747375488,0.7975547313690186,0.06051486358046532,0.6555911898612976,0.8495978116989136,nan,0.07155653089284897,0.09959781169891357,0.0735897496342659,0.8179333806037903,0.6019812226295471,0.04550033435225487,0.04696813225746155,7.73419189453125,0.5085258483886719,0.4417269825935364,-0.18893362053158677,-0.10830540522664371,-0.09569216324448024,0.11320115313695035,nan
