dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,backbone_training_mode,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,causal_interventions,save_external_expert_logits,reuse_compatible_backbone_cache,compatible_backbone_cache_config,reliability_components,reliability_encoder_mode,reliability_component_dim,component_missing_mode,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_relative_strength,relation_to_branch_disagreement,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Roman-empire,iterative_relation_frozen_constant_reliability,iterative_relation_frozen,constant_reliability,undirected,0:0,0,0,135,accuracy,0.8303618431091309,0.8199787735939026,0.8303618431091309,0.8199787735939026,nan,nan,0.7659219386069899,frozen,0.75,0.8225948810577393,0.8169784545898438,0.8225948810577393,0.8169784545898438,nan,nan,0.7601194573508545,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,7.655004501342773,0.7735583782196045,0.06733392924070358,0.6501756310462952,0.8499477505683899,nan,0.06220484897494316,0.09994775056838989,0.08042296767234802,0.9849017858505249,0.5256552696228027,0.05305232107639313,0.05447843670845032,5.45971155166626,0.39937812089920044,0.34754478931427,-0.10379194286811354,0.05613569534356714,-0.1790938725998947,-0.2541935652983998,nan
Roman-empire,iterative_relation_frozen_constant_reliability,iterative_relation_frozen,constant_reliability,undirected,1:0,1,0,92,accuracy,0.8342453241348267,0.8323332071304321,0.8342453241348267,0.8323332071304321,nan,nan,0.7835945086756034,frozen,0.75,0.8240070343017578,0.8270384669303894,0.8240070343017578,0.8270384669303894,nan,nan,0.7758232218992389,3.814697265625e-06,166144,157568,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,5.185243368148804,0.7781656980514526,0.06220364570617676,0.6502725481987,0.8497999310493469,nan,0.0585789829492569,0.09979993104934692,0.08424757421016693,0.9862221479415894,0.4744224548339844,0.050303101539611816,0.05152708292007446,5.273477077484131,0.43353620171546936,0.34234631061553955,-0.049944953579184374,0.16564582001053466,0.010384571366030214,0.06963352860592774,nan
Roman-empire,iterative_relation_frozen_constant_reliability,iterative_relation_frozen,constant_reliability,undirected,2:0,2,0,71,accuracy,0.8261253237724304,0.8243910670280457,0.8261253237724304,0.8243910670280457,nan,nan,0.7793672407989205,frozen,0.75,0.8213592171669006,0.8157430291175842,0.8213592171669006,0.8157430291175842,nan,nan,0.7662505403931514,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,4.483905553817749,0.7816830277442932,0.06486188620328903,0.6507810354232788,0.849888265132904,nan,0.06313040107488632,0.09988826513290405,0.07642059773206711,0.8724769353866577,0.4722834527492523,0.04980521276593208,0.05131545290350914,5.782421588897705,0.4116843342781067,0.34887510538101196,-0.030635903161425504,0.15358182318292718,0.02131840070322154,0.10036573430462115,nan
