dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,backbone_training_mode,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,causal_interventions,save_external_expert_logits,reuse_compatible_backbone_cache,compatible_backbone_cache_config,reliability_components,reliability_encoder_mode,reliability_component_dim,component_missing_mode,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_relative_strength,relation_to_branch_disagreement,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,0:0,0,0,152,accuracy,0.8315975069999695,0.820861279964447,0.8315975069999695,0.820861279964447,nan,nan,0.7703243220596808,finetuned,0.75,0.8225948810577393,0.8169784545898438,0.8225948810577393,0.8169784545898438,nan,nan,0.7601194573508545,4.76837158203125e-06,261842,157568,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,8.781870365142822,0.8044151067733765,0.049944162368774414,0.6571131944656372,0.8494985103607178,nan,0.06724735349416733,0.09949851036071777,0.057116344571113586,0.6188904643058777,0.6044384837150574,0.030827390030026436,0.03160812333226204,7.762054920196533,0.54653000831604,0.44285568594932556,0.1888610642222494,-0.07670881744843287,0.17832395633421103,-0.04836320258665047,nan
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,1:0,1,0,183,accuracy,0.834774911403656,0.8302152752876282,0.834774911403656,0.8302152752876282,nan,nan,0.7813344522534524,finetuned,0.75,0.8240070343017578,0.8270384669303894,0.8240070343017578,0.8270384669303894,nan,nan,0.7758232218992389,4.76837158203125e-06,261842,157568,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,7.825080871582031,0.7954586744308472,0.054542697966098785,0.6594446897506714,0.8494581580162048,nan,0.06298580765724182,0.09945815801620483,0.07010386884212494,0.8691722750663757,0.6546100378036499,0.03933011740446091,0.040292590856552124,7.2548370361328125,0.4702325761318207,0.4127335846424103,0.3028129237557707,0.004845032945519664,0.14494183529159457,0.12303933940294076,nan
Roman-empire,iterative_relation_finetune_constant_reliability,iterative_relation_finetune,constant_reliability,undirected,2:0,2,0,-1,accuracy,0.8213592171669006,0.8157430291175842,0.8213592171669006,0.8157430291175842,nan,nan,0.7662505403931514,finetuned,0.75,0.8213592171669006,0.8157430291175842,0.8213592171669006,0.8157430291175842,nan,nan,0.7662505403931514,5.7220458984375e-06,261842,157568,95698,0.1,0.001,1,False,False,False,,"degree,local_similarity,neighbor_variance,rwse",raw_concat,16,zero_slot,True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.4045369625091553,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487454652786255,0.43497970700263977,0.22753871977329254,nan,nan,nan,nan,nan
