dataset,family,comparison,n,mean_delta,ci95_low,ci95_high,wins,ties,losses,pvalue
Cora,hidden_mixing_frozen,feature_only - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,reliability_only - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,combined - fixed,5,-0.00020000934600830078,-0.0007553243157268603,0.00035530562371025867,0,4,1,0.373900966300059
Cora,hidden_mixing_frozen,shuffled_reliability - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,constant_reliability - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,zero_reliability - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,combined_shuffled - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,combined_constant - fixed,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,reliability_only - feature_only,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,true reliability - shuffled reliability,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,true reliability - constant reliability,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,true reliability - zero reliability,5,0.0,0.0,0.0,0,5,0,nan
Cora,hidden_mixing_frozen,combined - feature_only,5,-0.00020000934600830078,-0.0007553243157268603,0.00035530562371025867,0,4,1,0.373900966300059
Cora,hidden_mixing_frozen,combined - combined_shuffled,5,-0.00020000934600830078,-0.0007553243157268603,0.00035530562371025867,0,4,1,0.373900966300059
Cora,hidden_mixing_frozen,combined - combined_constant,5,-0.00020000934600830078,-0.0007553243157268603,0.00035530562371025867,0,4,1,0.373900966300059
Cora,hidden_mixing_finetune,feature_only - fixed,5,-0.005200004577636719,-0.030378544376653965,0.019978535221380524,2,0,3,0.5970670190204339
Cora,hidden_mixing_finetune,reliability_only - fixed,5,-0.005000007152557373,-0.02907677408504878,0.019076759779934033,2,0,3,0.5951136073071892
Cora,hidden_mixing_finetune,combined - fixed,5,0.002999985218048096,-0.035491594963759664,0.04149156539985586,2,0,3,0.8392695500522145
Cora,hidden_mixing_finetune,shuffled_reliability - fixed,5,-0.005600011348724366,-0.02926666319050409,0.018066640493055355,2,0,3,0.5470822929825203
Cora,hidden_mixing_finetune,constant_reliability - fixed,5,0.0001999974250793457,-0.031703743482974486,0.03210373833313318,2,0,3,0.9869471381402388
Cora,hidden_mixing_finetune,zero_reliability - fixed,5,-0.005200004577636719,-0.02971147378053799,0.01931146462526455,2,0,3,0.5875105160623055
Cora,hidden_mixing_finetune,combined_shuffled - fixed,5,-0.0018000125885009766,-0.03055197617974527,0.026951951002743314,2,0,3,0.870449893436191
Cora,hidden_mixing_finetune,combined_constant - fixed,5,-0.00559999942779541,-0.028672893884644855,0.017472895029054032,2,0,3,0.5373305068913102
Cora,hidden_mixing_finetune,reliability_only - feature_only,5,0.0001999974250793457,-0.0011601598245267362,0.0015601546746854278,1,3,1,0.7040000000000001
Cora,hidden_mixing_finetune,true reliability - shuffled reliability,5,0.0006000041961669922,-0.001820445639614195,0.0030204540319481795,1,3,1,0.5291307501692238
Cora,hidden_mixing_finetune,true reliability - constant reliability,5,-0.005200004577636719,-0.018953901936035977,0.008553892780762538,0,3,2,0.3530882393449972
Cora,hidden_mixing_finetune,true reliability - zero reliability,5,0.0001999974250793457,-0.00035528444683436723,0.0007552792969930586,1,4,0,0.373900966300059
Cora,hidden_mixing_finetune,combined - feature_only,5,0.008199989795684814,-0.012510129766818832,0.02891010935818846,3,2,0,0.3333514010874753
Cora,hidden_mixing_finetune,combined - combined_shuffled,5,0.004799997806549073,-0.008526932608404269,0.018126928221502414,1,4,0,0.373900966300059
Cora,hidden_mixing_finetune,combined - combined_constant,5,0.008599984645843505,-0.01597742648813859,0.033177395779825605,1,3,1,0.3863039993150116
Citeseer,hidden_mixing_frozen,feature_only - fixed,5,0.0,0.0,0.0,0,5,0,nan
Citeseer,hidden_mixing_frozen,reliability_only - fixed,5,0.0,-0.0017559554586492135,0.0017559554586492135,1,3,1,1.0
Citeseer,hidden_mixing_frozen,combined - fixed,5,0.0006000041961669922,-0.001065874517378993,0.0022658829097129776,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,shuffled_reliability - fixed,5,-0.0001999974250793457,-0.0015601546746854278,0.0011601598245267362,1,3,1,0.704
Citeseer,hidden_mixing_frozen,constant_reliability - fixed,5,-0.0003999948501586914,-0.0015105585939861172,0.0007105688936687345,0,4,1,0.373900966300059
Citeseer,hidden_mixing_frozen,zero_reliability - fixed,5,-0.0001999974250793457,-0.0015601546746854278,0.0011601598245267362,1,3,1,0.704
Citeseer,hidden_mixing_frozen,combined_shuffled - fixed,5,-0.00020000934600830078,-0.0007553243157268603,0.00035530562371025867,0,4,1,0.373900966300059
Citeseer,hidden_mixing_frozen,combined_constant - fixed,5,0.0001999974250793457,-0.00035528444683436723,0.0007552792969930586,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,reliability_only - feature_only,5,0.0,-0.0017559554586492135,0.0017559554586492135,1,3,1,1.0
Citeseer,hidden_mixing_frozen,true reliability - shuffled reliability,5,0.0001999974250793457,-0.00035528444683436723,0.0007552792969930586,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,true reliability - constant reliability,5,0.0003999948501586914,-0.0007105688936687345,0.0015105585939861172,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,true reliability - zero reliability,5,0.0001999974250793457,-0.00035528444683436723,0.0007552792969930586,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,combined - feature_only,5,0.0006000041961669922,-0.001065874517378993,0.0022658829097129776,1,4,0,0.373900966300059
Citeseer,hidden_mixing_frozen,combined - combined_shuffled,5,0.000800013542175293,-0.0008189314569384389,0.0024189585412890246,2,3,0,0.2419780914735441
Citeseer,hidden_mixing_frozen,combined - combined_constant,5,0.0004000067710876465,-0.000710590070544626,0.001510603612719919,1,4,0,0.373900966300059
Citeseer,hidden_mixing_finetune,feature_only - fixed,5,-0.005000007152557373,-0.013512438507252051,0.003512424202137306,0,3,2,0.17826285983121617
Citeseer,hidden_mixing_finetune,reliability_only - fixed,5,-0.0010000109672546388,-0.01751927614623396,0.015519254211724681,1,2,2,0.8746801600264653
