dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Minesweeper,iterative_relation_frozen_fixed,iterative_relation_frozen,fixed,undirected,0:0,0,0,-1,roc_auc,0.895316,0.905162,0.8495999574661255,0.8583999872207642,0.895316,0.905162,0.7710850104912903,0.75,0.8495999574661255,0.8583999872207642,0.895316,0.905162,0.895316,0.905162,0.7710850104912903,1.9073486328125e-06,0,0,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",bc9ce8460d0bd5cf0eafdbd10bc072ab8fb6095b8903fed262cd5be2d3061fba,9869881b689d2422,20.971102237701416,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
Minesweeper,iterative_relation_frozen_fixed,iterative_relation_frozen,fixed,undirected,1:0,1,0,-1,roc_auc,0.9127289999999999,0.907126,0.8687999844551086,0.85999995470047,0.9127289999999999,0.907126,0.7628726287262872,0.75,0.8687999844551086,0.85999995470047,0.9127289999999999,0.907126,0.9127289999999999,0.907126,0.7628726287262872,1.430511474609375e-06,0,0,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",bc9ce8460d0bd5cf0eafdbd10bc072ab8fb6095b8903fed262cd5be2d3061fba,9869881b689d2422,21.37594509124756,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
Minesweeper,iterative_relation_frozen_fixed,iterative_relation_frozen,fixed,undirected,2:0,2,0,-1,roc_auc,0.902256,0.908556,0.8551999926567078,0.8639999628067017,0.902256,0.908556,0.7638637010169973,0.5,0.8551999926567078,0.8639999628067017,0.902256,0.908556,0.902256,0.908556,0.7638637010169973,1.9073486328125e-06,0,0,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",bc9ce8460d0bd5cf0eafdbd10bc072ab8fb6095b8903fed262cd5be2d3061fba,9869881b689d2422,20.71228814125061,0.5,0.0,0.5,0.5,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
