dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,primary_metric,best_val_primary,test_primary_at_best_val,best_val_acc,test_acc_at_best_val,best_val_roc_auc,test_roc_auc_at_best_val,test_macro_f1_at_best_val,backbone_training_mode,base_alpha,baseline_val_acc,baseline_test_acc,baseline_val_primary,baseline_test_primary,baseline_val_roc_auc,baseline_test_roc_auc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,0:0,0,0,38,accuracy,0.8259487748146057,0.8134486079216003,0.8259487748146057,0.8134486079216003,nan,nan,0.7568922239947689,frozen,0.75,0.8222418427467346,0.8090363144874573,0.8222418427467346,0.8090363144874573,nan,nan,0.7501557865885716,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,4.4141013622283936,0.7877643704414368,0.055181317031383514,0.6505481600761414,0.8495595455169678,nan,0.058907248079776764,0.09955954551696777,0.07328425347805023,0.8488333821296692,0.505572497844696,5.838631629943848,0.4521188735961914,0.36839041113853455,0.14256609797442646,0.057457945216687324,0.061741408503342414,-0.1107306649458096,-0.08920687936993338
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,1:0,1,0,1,accuracy,0.8236539959907532,0.8196257948875427,0.8236539959907532,0.8196257948875427,nan,nan,0.7617786064050054,frozen,1.0,0.8234774470329285,0.8212142586708069,0.8234774470329285,0.8212142586708069,nan,nan,0.763139597456932,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.240034341812134,0.9994744062423706,0.0013790337834507227,0.9867520332336426,1.0,nan,0.0005256198346614838,0.013247966766357422,0.00017562184075359255,0.0056639667600393295,9582.7607421875,1.765944242477417,0.4978506863117218,0.07176625728607178,-0.1013897538309675,-0.12740271188574973,-0.01514135194197769,0.040582109877602926,0.004040067455057003
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,2:0,2,0,-1,accuracy,0.8213592171669006,0.8155665397644043,0.8213592171669006,0.8155665397644043,nan,nan,0.7659687680704805,frozen,0.75,0.8213592171669006,0.8155665397644043,0.8213592171669006,0.8155665397644043,nan,nan,0.7659687680704805,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.1763601303100586,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,3.586620807647705,0.4363243579864502,0.23736102879047394,nan,nan,nan,nan,nan
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,3:0,3,0,11,accuracy,0.8296557664871216,0.8236851096153259,0.8296557664871216,0.8236851096153259,nan,nan,0.7798182364490469,frozen,0.75,0.8233009576797485,0.8166254758834839,0.8233009576797485,0.8166254758834839,nan,nan,0.7676235435434108,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.6062304973602295,0.7651222348213196,0.0330018475651741,0.6680058240890503,0.8418525457382202,nan,0.028413154184818268,0.09185254573822021,0.05516400933265686,0.6794118881225586,0.349406361579895,4.915035247802734,0.42218470573425293,0.3258993625640869,-0.011015038804309183,-0.0756194208421508,0.04725012662257142,0.17310518905951694,-0.07662434608041313
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,4:0,4,0,13,accuracy,0.8236539959907532,0.816272497177124,0.8236539959907532,0.816272497177124,nan,nan,0.7644542839301189,frozen,0.5,0.8225948810577393,0.811683714389801,0.8225948810577393,0.811683714389801,nan,nan,0.7566333462232735,3.814697265625e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.6524457931518555,0.5286258459091187,0.05492665246129036,0.402923047542572,0.597283124923706,nan,0.054201629012823105,0.09728312492370605,0.04738929867744446,0.5742807984352112,0.41593310236930847,5.959188938140869,0.46426692605018616,0.3505071997642517,0.1655577391440403,0.0285869478995676,0.157663568652255,-0.008803948173460802,-0.04172232082487933
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,5:0,5,0,3,accuracy,0.8224183320999146,0.830568253993988,0.8224183320999146,0.830568253993988,nan,nan,0.7793018362484243,frozen,0.75,0.8222418427467346,0.8279209136962891,0.8222418427467346,0.8279209136962891,nan,nan,0.7737918670773842,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.3227689266204834,0.7550837397575378,0.017250463366508484,0.6952787041664124,0.8027557134628296,nan,0.014435671269893646,0.054721295833587646,0.03015553206205368,0.38013896346092224,0.21419143676757812,4.50565242767334,0.44289717078208923,0.29260575771331787,0.2743572604117744,-0.0046662619594824975,0.260495444803112,0.07539203683670638,-0.3149549113588024
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,6:0,6,0,0,accuracy,0.8287731409072876,0.823508620262146,0.8287731409072876,0.823508620262146,nan,nan,0.7721767905510102,frozen,0.75,0.8270079493522644,0.8206847906112671,0.8270079493522644,0.8206847906112671,nan,nan,0.7680228912639914,3.814697265625e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.2265801429748535,0.7516610026359558,0.007498444523662329,0.7340934872627258,0.7658079266548157,nan,0.0061299558728933334,0.01590651273727417,0.01792127452790737,0.20817376673221588,0.07816450297832489,3.6291017532348633,0.438601553440094,0.23843185603618622,0.26428784697425717,-0.053872183381687894,0.328678274215298,0.25940606094040214,0.10411144267418512
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,7:0,7,0,39,accuracy,0.8250661492347717,0.8183903694152832,0.8250661492347717,0.8183903694152832,nan,nan,0.7709535825947075,frozen,0.75,0.8197705149650574,0.8199787735939026,0.8197705149650574,0.8199787735939026,nan,nan,0.7677663567943105,3.814697265625e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,3.5294971466064453,0.7726651430130005,0.05676437169313431,0.6502277851104736,0.849884033203125,nan,0.05212382972240448,0.099884033203125,0.07252667844295502,0.8101139068603516,0.5026955604553223,5.675098896026611,0.4350913166999817,0.37745457887649536,0.0685764951494544,0.053702281203710754,0.013993286637334202,-0.05642608330085431,-0.0988792051333698
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,8:0,8,0,67,accuracy,0.8300088047981262,0.8183903694152832,0.8300088047981262,0.8183903694152832,nan,nan,0.7709510958471323,frozen,0.75,0.826654851436615,0.8169784545898438,0.826654851436615,0.8169784545898438,nan,nan,0.7671161612261157,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,4.411359786987305,0.7674588561058044,0.06293751299381256,0.6502420902252197,0.8498544096946716,nan,0.056751448661088943,0.09985440969467163,0.08230291306972504,0.980517566204071,0.553190290927887,6.00119686126709,0.41905730962753296,0.40431809425354004,0.009169421637450232,0.060439311770580345,0.02815674942370184,0.09036497879128239,0.23609884195914163
Roman-empire,iterative_relation_frozen_shuffled_reliability,iterative_relation_frozen,shuffled_reliability,undirected,9:0,9,0,-1,accuracy,0.8218887448310852,0.8095657825469971,0.8218887448310852,0.8095657825469971,nan,nan,0.7566836900069488,frozen,1.0,0.8218887448310852,0.8095657825469971,0.8218887448310852,0.8095657825469971,nan,nan,0.7566836900069488,4.76837158203125e-06,166144,157568,0,0.1,0.001,1,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",6c90251bafa0f69081c84b9e964786d57aac3b7be62fa376f64393b6cb87e624,9869881b689d2422,2.1692001819610596,1.0,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,1.521899938583374,0.4979894459247589,0.06829337030649185,nan,nan,nan,nan,nan
