model,graph_type,seed,best_val_acc,test_acc_at_best_val,qk_strength_init,fixed_qk_strength,elapsed_sec,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity
linear_gt,heterophily,0,0.8666666746139526,0.8063492178916931,-5.0,0.05,15.499419450759888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,1,0.8777778148651123,0.882539689540863,-5.0,0.05,13.951849460601807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,2,0.8722222447395325,0.7857142686843872,-5.0,0.05,7.809535980224609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,3,0.8388888835906982,0.803174614906311,-5.0,0.05,6.523163795471191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,4,0.8444444537162781,0.8190476298332214,-5.0,0.05,12.550116539001465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,5,0.7666667103767395,0.761904776096344,-5.0,0.05,8.130454540252686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,6,0.7833333611488342,0.7555555701255798,-5.0,0.05,6.2639031410217285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,7,0.8277778029441833,0.8158730268478394,-5.0,0.05,8.891854763031006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,8,0.8611111044883728,0.8380952477455139,-5.0,0.05,8.213536739349365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,heterophily,9,0.800000011920929,0.8317460417747498,-5.0,0.05,11.728648662567139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
gate_gt,heterophily,0,0.8888888955116272,0.865079402923584,-5.0,0.05,13.859189748764038,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34141015938416164,-0.18028255015019293,-0.21230407748305116,-0.2534318639245256,-0.24852314468629105,-0.13331500423271334
gate_gt,heterophily,1,0.8666666746139526,0.8619047999382019,-5.0,0.05,7.222898960113525,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25079568715754996,0.3157421561099784,-0.19244453877667023,-0.5785290868071901,0.33463437786567396,-0.059481825676466635
gate_gt,heterophily,2,0.8833333253860474,0.8222222328186035,-5.0,0.05,9.847719192504883,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14846366413784434,-0.07768253666028628,-0.0531551072844416,-0.448722407493758,-0.29908758830438364,-0.006168423956145322
gate_gt,heterophily,3,0.894444465637207,0.865079402923584,-5.0,0.05,7.221949100494385,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1844077351168216,0.30180403566941816,0.14762702805040795,-0.37837481270488466,0.2940325887087275,0.09076399499768843
gate_gt,heterophily,4,0.8388888835906982,0.8222222328186035,-5.0,0.05,10.13578486442566,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03193249031148595,-0.00894410241367813,0.20699031361504644,-0.21677603307217475,0.20969391967513207,-0.05523498512803252
gate_gt,heterophily,5,0.7722222208976746,0.7666666507720947,-5.0,0.05,6.62266731262207,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.029299880817938117,0.09671790058450828,-0.2675820316348161,0.07565089747153701,0.21192235812748358,0.012814705355288841
gate_gt,heterophily,6,0.8611111044883728,0.865079402923584,-5.0,0.05,8.583846092224121,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.09413584441638141,-0.021975182409699263,-0.06080165394355019,-0.04263340180409345,-0.07524479168315269,0.02724966121794335
gate_gt,heterophily,7,0.8555555939674377,0.8380952477455139,-5.0,0.05,10.413679122924805,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.23874121627140135,0.0466076291890906,-0.3550823315557904,-0.12896381195650983,0.15600787429196847,-0.03149315579030484
gate_gt,heterophily,8,0.9166666865348816,0.9015873074531555,-5.0,0.05,16.42546248435974,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.21505404696148112,-0.3111738302619318,-0.5381991382491231,0.12544147031661693,-0.41177109604563594,-0.1950071839447877
gate_gt,heterophily,9,0.8333333730697632,0.8333333730697632,-5.0,0.05,7.246340990066528,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.030385273354871213,0.20827160217031854,-0.24787158163010983,-0.22082888136533074,0.22183530558216866,0.1613270759626153
qk_gt,heterophily,0,0.8166666626930237,0.7888888716697693,-5.0,0.05,20.537612915039062,0.05,0.05,0.05,0.009024449624121189,0.01029481366276741,0.010700251907110214,0.011158153414726257,0.024976015090942383,0.02493259310722351,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,1,0.8444444537162781,0.8253968358039856,-5.0,0.05,12.353461503982544,0.05,0.05,0.05,0.005941643379628658,0.006315478123724461,0.007220154628157616,0.007671386003494263,0.02448982000350952,0.02483227849006653,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,2,0.8555555939674377,0.7809523940086365,-5.0,0.05,18.69563364982605,0.05,0.05,0.05,0.007361588068306446,0.008696232922375202,0.009227200411260128,0.009904134087264538,0.02499261498451233,0.02497193217277527,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,3,0.8833333253860474,0.8507936596870422,-5.0,0.05,21.107574462890625,0.05,0.05,0.05,0.007705775089561939,0.010497699491679668,0.009332721121609211,0.011054625734686852,0.024818480014801025,0.02489730715751648,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,4,0.8166666626930237,0.7952380776405334,-5.0,0.05,20.20157217979431,0.05,0.05,0.05,0.007278871722519398,0.008694803342223167,0.008890326134860516,0.008219575509428978,0.02495431900024414,0.0246446430683136,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,5,0.7555555701255798,0.7587301731109619,-5.0,0.05,13.61978030204773,0.05,0.05,0.05,0.006569431163370609,0.006093066651374102,0.008117160759866238,0.007374320179224014,0.024368196725845337,0.02412852644920349,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,6,0.8111111521720886,0.8190476298332214,-5.0,0.05,19.82986283302307,0.05,0.05,0.05,0.007307767868041992,0.009006033651530743,0.009018955752253532,0.009201960638165474,0.02493053674697876,0.024947285652160645,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,7,0.8555555939674377,0.8238095641136169,-5.0,0.05,25.764958381652832,0.05,0.05,0.05,0.0078121814876794815,0.009375732392072678,0.009451478719711304,0.009698308072984219,0.024668872356414795,0.024793952703475952,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,8,0.8611111044883728,0.8539682626724243,-5.0,0.05,13.999558448791504,0.05,0.05,0.05,0.005328414961695671,0.005913523957133293,0.006738889962434769,0.006730705965310335,0.024378269910812378,0.02479374408721924,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,9,0.8111111521720886,0.8301587700843811,-5.0,0.05,27.561182975769043,0.05,0.05,0.05,0.008804002776741982,0.010591471567749977,0.010479201562702656,0.011225122027099133,0.024999380111694336,0.024966835975646973,nan,nan,nan,nan,nan,nan
reliability_gt,heterophily,0,0.8555555939674377,0.8079364895820618,-5.0,0.05,13.15702199935913,0.05,0.05,0.05,0.005588637664914131,0.006406803615391254,0.006945190951228142,0.007537169847637415,0.023907840251922607,0.024599194526672363,-0.17678668590636099,0.18238928933384035,-0.2155334191659458,0.19409897099270076,0.05951129240818172,0.21667992445781034
reliability_gt,heterophily,1,0.894444465637207,0.8777778148651123,-5.0,0.05,17.64936327934265,0.05,0.05,0.05,0.0070795780047774315,0.008578000590205193,0.008196416310966015,0.009828643873333931,0.023704081773757935,0.0248185396194458,0.04244348223794581,-0.0322213232279236,0.04829407804008672,0.2341374742818768,-0.04729580551089711,-0.021595392904857735
reliability_gt,heterophily,2,0.9166666865348816,0.8492063879966736,-5.0,0.05,19.034000396728516,0.05,0.05,0.05,0.006298246793448925,0.007659624330699444,0.007714493200182915,0.008470745757222176,0.02492368221282959,0.024873793125152588,0.01941892663699406,-0.08114408583061784,0.17439428960038647,0.0759107223202386,-0.5639113257834449,0.03571082536072263
reliability_gt,heterophily,3,0.894444465637207,0.8936508297920227,-5.0,0.05,16.855790376663208,0.05,0.05,0.05,0.005190664902329445,0.007145613431930542,0.006491771899163723,0.008474606089293957,0.023288726806640625,0.0239468514919281,-0.14881938154970348,0.2441907393844422,0.10381591486586296,-0.06520953508181238,0.33030350814689774,0.09875737056927429
reliability_gt,heterophily,4,0.8777778148651123,0.8682540059089661,-5.0,0.05,21.945107221603394,0.05,0.05,0.05,0.006588890217244625,0.007306317798793316,0.007687215693295002,0.008805579505860806,0.02436506748199463,0.024712681770324707,0.1016730453177884,-0.03328916568645501,-0.13188529893742867,0.1591281686834416,0.06846673033525615,-0.0565507095492258
reliability_gt,heterophily,5,0.8500000238418579,0.879365086555481,-5.0,0.05,20.084369897842407,0.05,0.05,0.05,0.006198860704898834,0.007138032931834459,0.007671825587749481,0.008583730086684227,0.02353644371032715,0.02470266819000244,-0.06299893414712573,0.06726564473707008,0.09595140956857125,-0.03282698914813205,0.21187860256612703,-0.0966796527333479
reliability_gt,heterophily,6,0.8833333253860474,0.8777778148651123,-5.0,0.05,22.71084427833557,0.05,0.05,0.05,0.004989053122699261,0.006461098790168762,0.006128564476966858,0.007544987834990025,0.024226844310760498,0.024400800466537476,0.025630018174573933,-0.47105538752244164,0.13426926881687512,0.07280760037240207,-0.5711944269345698,-0.09748521414373558
reliability_gt,heterophily,7,0.8611111044883728,0.8666666746139526,-5.0,0.05,11.716866731643677,0.05,0.05,0.05,0.005699978210031986,0.006909540854394436,0.006912444718182087,0.008257984183728695,0.02396106719970703,0.023466408252716064,0.1542624461486427,0.13579238519073691,-0.0956327373586466,0.1803611875860068,0.07197769454076548,0.09965262088947852
reliability_gt,heterophily,8,0.9055556058883667,0.8698412775993347,-5.0,0.05,16.020233631134033,0.05,0.05,0.05,0.005215189419686794,0.006555570755153894,0.006472570821642876,0.007731517776846886,0.02388584613800049,0.024255812168121338,0.015189859039635824,0.30405973167493916,0.31234817876365567,-0.03747730538510947,0.3472910327616808,-0.11899074684430891
reliability_gt,heterophily,9,0.8500000238418579,0.8619047999382019,-5.0,0.05,19.077507257461548,0.05,0.05,0.05,0.006376998964697123,0.007170754484832287,0.008029842749238014,0.008627558127045631,0.02496051788330078,0.02495795488357544,0.04025645373459797,0.1971458353876007,-0.10321906643860719,0.038357326785597966,0.28259364256236336,0.08293913340968352
linear_gt,homophily,0,0.9666666984558105,0.9492063522338867,-5.0,0.05,16.278767108917236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,homophily,1,0.9166666865348816,0.944444477558136,-5.0,0.05,7.639310836791992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
linear_gt,homophily,2,0.944444477558136,0.9142857193946838,-5.0,0.05,6.444206714630127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
