dataset,router,status,status_detail,edge_protocol,run,split,seed,oof_folds,best_epoch,best_val_balanced_accuracy,best_val_preference_auc,decision_threshold,preference_threshold,utility_threshold,utility_default_choice,utility_validation_accuracy,utility_validation_best_accuracy,utility_validation_switch_rate,utility_epsilon_nodes,train_preference_count,train_local_preference_count,train_global_preference_count,train_preference_auc,train_balanced_accuracy,train_routing_accuracy,val_preference_count,val_local_preference_count,val_global_preference_count,val_preference_auc,val_balanced_accuracy,val_routing_accuracy,test_preference_count,test_local_preference_count,test_global_preference_count,test_preference_auc,test_balanced_accuracy,test_routing_accuracy,test_routed_node_accuracy,test_fixed_050_balanced_accuracy,test_fixed_050_routing_accuracy,test_fixed_050_routed_node_accuracy,test_utility_balanced_accuracy,test_utility_routing_accuracy,test_utility_routed_node_accuracy,test_utility_switch_rate,utility_checkpoint_epoch,utility_checkpoint_threshold,utility_checkpoint_validation_accuracy,test_utility_checkpoint_routed_node_accuracy,test_utility_checkpoint_switch_rate,validation_majority_choice,test_majority_routing_accuracy,test_majority_balanced_accuracy,test_majority_routed_node_accuracy,validation_best_expert_choice,validation_best_expert_accuracy,validation_best_expert_test_accuracy,validation_selected_fixed_alpha,validation_selected_fixed_alpha_accuracy,validation_selected_fixed_alpha_test_accuracy,test_oracle_union_accuracy,local_expert_test_accuracy,global_expert_test_accuracy,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,router_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,oof_cache_hit,elapsed_sec
Actor,reliability_only,ok,,undirected,0:0,0,0,5,-1,0.5458235140089028,0.5304480885048442,0.5862932801246643,0.5862932801246643,0.641433596611023,global,0.37582236842105265,0.3762335526315789,0.011924342105263159,1,1041,420,621,0.5280979219385017,0.5207326892109501,0.5408261287223823,706,304,402,0.5304480885048442,0.5458235140089028,0.5594900849858357,479,204,275,0.5230926916221033,0.5174242424242425,0.5323590814196242,0.34473684430122375,0.508458110516934,0.4363256784968685,0.3144736886024475,0.5025311942959002,0.5741127348643006,0.35789474844932556,0.017105264589190483,20,0.5336120128631592,0.37993421052631576,0.3519737124443054,0.10065790265798569,global,0.5741127348643006,0.5,0.35789474844932556,global,0.37458881735801697,0.35789474844932556,0.25,0.37541118264198303,0.35592105984687805,0.49210527539253235,0.31118422746658325,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,55.75481820106506
Actor,node_feature_only,ok,,undirected,0:0,0,0,5,-1,0.5449397748101596,0.5439701165226498,0.5803939700126648,0.5803939700126648,0.6424663662910461,global,0.3754111842105263,0.3754111842105263,0.022203947368421052,1,1041,420,621,0.5151809677171997,0.5011617207269381,0.521613832853026,706,304,402,0.5439701165226498,0.5449397748101596,0.556657223796034,479,204,275,0.49963458110516934,0.5010606060606061,0.5135699373695198,0.3388158082962036,0.5066399286987522,0.4342379958246347,0.31381580233573914,0.5062477718360071,0.5762004175365344,0.35855263471603394,0.021052632480859756,1,0.49203187227249146,0.3774671052631579,0.3572368621826172,0.04802631959319115,global,0.5741127348643006,0.5,0.35789474844932556,global,0.37458881735801697,0.35789474844932556,0.25,0.37541118264198303,0.35592105984687805,0.49210527539253235,0.31118422746658325,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,59.36274027824402
Actor,combined,ok,,undirected,0:0,0,0,5,11,0.5272486252945797,0.48399859256349825,0.32135236263275146,0.32135236263275146,0.7222636342048645,global,0.3762335526315789,0.37664473684210525,0.006578947368421052,1,1041,420,621,0.8774097078444905,0.6116689671037497,0.5408261287223823,706,304,402,0.48399859256349825,0.5272486252945797,0.471671388101983,479,204,275,0.5602673796791444,0.4953297682709447,0.4321503131524008,0.31315791606903076,0.5589304812834224,0.5720250521920668,0.3572368621826172,0.5049019607843137,0.5782881002087683,0.3592105507850647,0.005921052768826485,100,0.9999392032623291,0.3782894736842105,0.36052632331848145,0.05065789818763733,global,0.5741127348643006,0.5,0.35789474844932556,global,0.37458881735801697,0.35789474844932556,0.25,0.37541118264198303,0.35592105984687805,0.49210527539253235,0.31118422746658325,0.35789474844932556,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,68.08098983764648
Actor,reliability_only,ok,,undirected,1:0,1,0,5,-1,0.5436206946370781,0.534500693481276,0.6015910506248474,0.6015910506248474,0.634134829044342,global,0.3754111842105263,0.37582236842105265,0.03248355263157895,1,1095,436,659,0.5547256755439852,0.5421196976235887,0.5908675799086758,757,309,448,0.534500693481276,0.5436206946370781,0.5852047556142669,441,186,255,0.5454353784524563,0.515022137887413,0.5510204081632653,0.3276315927505493,0.500506008855155,0.42403628117913833,0.29078948497772217,0.5109740670461733,0.5850340136054422,0.3375000059604645,0.030263159424066544,1,0.5687755346298218,0.3770559210526316,0.3348684310913086,0.04934210702776909,global,0.5782312925170068,0.5,0.33552631735801697,global,0.3737664520740509,0.33552631735801697,0.25,0.3774670958518982,0.33815792202949524,0.4578947424888611,0.2901315987110138,0.33552631735801697,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,53.59772062301636
Actor,node_feature_only,ok,,undirected,1:0,1,0,5,4,0.5646418458159963,0.5515343273231622,0.5343859791755676,0.5343859791755676,1.0000000000000002,global,0.3737664473684211,0.37417763157894735,0.0,1,1095,436,659,0.811989252551127,0.7230408876390417,0.708675799086758,757,309,448,0.5515343273231622,0.5646418458159963,0.5548216644649934,441,186,255,0.5476597090449082,0.5351992409867172,0.5306122448979592,0.3217105269432068,0.5438962681846933,0.5011337868480725,0.31315791606903076,0.5,0.5782312925170068,0.33552631735801697,0.0,19,0.9716838598251343,0.3762335526315789,0.3342105448246002,0.02565789595246315,global,0.5782312925170068,0.5,0.33552631735801697,global,0.3737664520740509,0.33552631735801697,0.25,0.3774670958518982,0.33815792202949524,0.4578947424888611,0.2901315987110138,0.33552631735801697,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,58.03051733970642
Actor,combined,ok,,undirected,1:0,1,0,5,19,0.5487965210355987,0.5312066574202496,0.39502987265586853,0.39502987265586853,1.0000000000000002,global,0.3737664473684211,0.37417763157894735,0.0,1,1095,436,659,0.9473329760131419,0.8692208099567039,0.8575342465753425,757,309,448,0.5312066574202496,0.5487965210355987,0.5455746367239102,441,186,255,0.5305819101834282,0.5277988614800759,0.5170068027210885,0.31776317954063416,0.5228336495888678,0.5306122448979592,0.3217105269432068,0.5,0.5782312925170068,0.33552631735801697,0.0,57,0.9999996423721313,0.3745888157894737,0.3348684310913086,0.0013157895300537348,global,0.5782312925170068,0.5,0.33552631735801697,global,0.3737664520740509,0.33552631735801697,0.25,0.3774670958518982,0.33815792202949524,0.4578947424888611,0.2901315987110138,0.33552631735801697,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,64.39976477622986
Actor,reliability_only,ok,,undirected,2:0,2,0,5,0,0.5449139207700852,0.5322874244107121,0.5054912567138672,0.5054912567138672,1.0000000000000002,global,0.38116776315789475,0.38116776315789475,0.0,1,1060,426,634,0.5177426282193688,0.4946201922364894,0.46132075471698114,734,296,438,0.5322874244107121,0.5449139207700852,0.5163487738419619,442,167,275,0.5217419706042461,0.5293413173652695,0.497737556561086,0.3348684310913086,0.5187479586281982,0.47285067873303166,0.3276315927505493,0.5,0.6221719457013575,0.37105265259742737,0.0,5,0.5392436981201172,0.38363486842105265,0.36907896399497986,0.03815789520740509,global,0.6221719457013575,0.5,0.37105265259742737,global,0.38116776943206787,0.37105265259742737,0.0,0.38116776943206787,0.37105265259742737,0.48092105984687805,0.30000001192092896,0.37105265259742737,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,55.97861337661743
Actor,node_feature_only,ok,,undirected,2:0,2,0,5,8,0.5342002961865976,0.5218746143403677,0.45302873849868774,0.45302873849868774,1.0000000000000002,global,0.38116776315789475,0.3815789473684211,0.0,1,1060,426,634,0.8612950045171129,0.7902097125338784,0.7877358490566038,734,296,438,0.5218746143403677,0.5342002961865976,0.5395095367847411,442,167,275,0.5197822536744692,0.5258356015242243,0.5475113122171946,0.34934210777282715,0.5147305389221557,0.5746606334841629,0.3572368621826172,0.5,0.6221719457013575,0.37105265259742737,0.0,11,0.8452649116516113,0.3824013157894737,0.37105265259742737,0.005921052768826485,global,0.6221719457013575,0.5,0.37105265259742737,global,0.38116776943206787,0.37105265259742737,0.0,0.38116776943206787,0.37105265259742737,0.48092105984687805,0.30000001192092896,0.37105265259742737,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,60.198487758636475
Actor,combined,ok,,undirected,2:0,2,0,5,199,0.5505445514007158,0.5438880661483401,0.09685634821653366,0.09685634821653366,0.9999954104423523,global,0.3848684210526316,0.3852796052631579,0.07442434210526316,1,1060,426,634,0.9999685283097111,0.9929022082018928,0.9915094339622641,734,296,438,0.5438880661483401,0.5505445514007158,0.553133514986376,442,167,275,0.5242896026129559,0.4888296135002722,0.5,0.33552631735801697,0.49878062057702777,0.5226244343891403,0.34210526943206787,0.5254436581382689,0.6289592760180995,0.3730263411998749,0.07171052694320679,155,0.9999672770500183,0.38651315789473684,0.36907896399497986,0.10526315867900848,global,0.6221719457013575,0.5,0.37105265259742737,global,0.38116776943206787,0.37105265259742737,0.0,0.38116776943206787,0.37105265259742737,0.48092105984687805,0.30000001192092896,0.37105265259742737,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,71.2895781993866
Actor,reliability_only,ok,,undirected,3:0,3,0,5,1,0.5464705882352942,0.514075878872259,0.4641261100769043,0.4641261100769043,1.0000000000000002,global,0.37088815789473684,0.37129934210526316,0.0,1,1141,466,675,0.5096455253536799,0.5194913368303926,0.48729184925503943,767,325,442,0.514075878872259,0.5464705882352942,0.5228161668839635,485,208,277,0.5802641627325742,0.5410910163843377,0.5175257731958763,0.33355265855789185,0.5473132463204665,0.5731958762886598,0.35131579637527466,0.5,0.5711340206185567,0.3506579101085663,0.0,17,0.5497627258300781,0.37870065789473684,0.3506579101085663,0.05460526421666145,global,0.5711340206185567,0.5,0.3506579101085663,global,0.3708881735801697,0.3506579101085663,0.25,0.37171053886413574,0.35592105984687805,0.48750001192092896,0.3052631616592407,0.3506579101085663,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",b9e1e067010d32c1abc894d5b53684da37fe0c3000d6c6089eb99475573861a0,9f9d1ce40cab8e6e,False,50.317272424697876
