model,graph_type,seed,reliability_components,reliability_encoder,best_val_acc,test_acc_at_best_val,qk_strength_init,fixed_qk_strength,elapsed_sec,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity
gate_gt,heterophily,0,"degree,local_similarity,neighbor_variance,rwse",separate,0.8777778148651123,0.8428571820259094,-5.0,nan,9.257962703704834,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3902130113573023,-0.07727571610471164,-0.18014531559797847,-0.32087093876464196,-0.07213932781503256,-0.07215934432926457
gate_gt,heterophily,1,"degree,local_similarity,neighbor_variance,rwse",separate,0.8666666746139526,0.865079402923584,-5.0,nan,5.9947590827941895,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.2440530188722017,0.31736179586428903,-0.19940221542108472,-0.568182397834442,0.3355712243690275,-0.05544442838467347
gate_gt,heterophily,2,"degree,local_similarity,neighbor_variance,rwse",separate,0.894444465637207,0.8238095641136169,-5.0,nan,10.075706005096436,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.15231656808424693,-0.11554901453228791,-0.04323256482225286,-0.39214225118749624,-0.43530184482421336,-0.016112705967798662
gate_gt,heterophily,3,"degree,local_similarity,neighbor_variance,rwse",separate,0.894444465637207,0.8507936596870422,-5.0,nan,11.124052286148071,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10608593511277056,0.242316458730578,0.242914269664352,-0.18902953718337698,0.23691135628488455,0.13425876151666838
gate_gt,heterophily,4,"degree,local_similarity,neighbor_variance,rwse",separate,0.8666666746139526,0.8253968358039856,-5.0,nan,9.916383266448975,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04399524517338952,-0.01630315276229116,0.20673095325087823,-0.25031079560231884,0.033874434045665064,-0.030463250525604866
gate_gt,heterophily,5,"degree,local_similarity,neighbor_variance,rwse",separate,0.7777777910232544,0.7634920477867126,-5.0,nan,6.121021509170532,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.026367741317916284,0.09743281853745535,-0.26979358148093857,0.07700627505355565,0.21316885088365492,0.016949667817545127
gate_gt,heterophily,6,"degree,local_similarity,neighbor_variance,rwse",separate,0.8611111044883728,0.865079402923584,-5.0,nan,8.125206232070923,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0730385249821445,-0.0018486999728150007,-0.05154117829647399,-0.03776726836989453,-0.0479830595085722,0.0299316537241929
gate_gt,heterophily,7,"degree,local_similarity,neighbor_variance,rwse",separate,0.8555555939674377,0.8571428656578064,-5.0,nan,11.22205901145935,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.24572799296060857,0.18538585981958788,-0.3372919072241154,-0.20308568946735645,0.21377878674453582,0.03975387272278375
gate_gt,heterophily,8,"degree,local_similarity,neighbor_variance,rwse",separate,0.9000000357627869,0.882539689540863,-5.0,nan,6.770000696182251,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.2597808670427104,-0.2604491590968066,-0.4937602250375617,0.024070062548119366,-0.3938722654320798,-0.14916519444537743
gate_gt,heterophily,9,"degree,local_similarity,neighbor_variance,rwse",separate,0.8277778029441833,0.8349206447601318,-5.0,nan,6.812227010726929,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.024299568597013634,0.20987236811940596,-0.24568334219894863,-0.22187967360148747,0.21943231485338988,0.1631925477382661
gate_gt_encoded,heterophily,0,"degree,local_similarity,neighbor_variance,rwse",branch_specific,0.8222222328186035,0.7809523940086365,-5.0,nan,6.019485950469971,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46261357646316215,0.041261629452009965,0.2924917471316461,0.05557142623362089,0.017030810166891907,0.04043706198392693
gate_gt_encoded,heterophily,1,"degree,local_similarity,neighbor_variance,rwse",branch_specific,0.9000000357627869,0.8920634984970093,-5.0,nan,8.03334927558899,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.08308485494169275,0.049753755439020456,0.020482324478676688,0.1373446557765166,-0.3715873684703099,0.06080301202198589
