model,graph_type,seed,best_val_acc,test_acc_at_best_val,qk_strength_init,fixed_qk_strength,elapsed_sec,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity
linear_gt,heterophily,0,0.4000000059604645,0.5199999809265137,-5.0,0.05,0.050853729248046875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
qk_gt,heterophily,0,0.2666666805744171,0.4399999976158142,-5.0,0.05,0.03328132629394531,0.05,0.05,0.05,0.0007266610627993941,0.0007510657887905836,0.0008908198215067387,0.0009004245512187481,0.003142058849334717,0.0030909180641174316,nan,nan,nan,nan,nan,nan
reliability_gt,heterophily,0,0.2666666805744171,0.5199999809265137,-5.0,0.05,0.09897637367248535,0.05,0.05,0.05,0.000979555188678205,0.0011241068132221699,0.001245706109330058,0.0013675752561539412,0.005479395389556885,0.005652129650115967,-0.1065572130937591,-0.11362582065896484,-0.055459361219195355,-0.24305852973846806,-0.24032598034872724,0.0013170097565588792
