dataset,family,comparison,n,mean_delta,ci95_low,ci95_high,wins,ties,losses,pvalue
Roman-empire,iterative_relation_frozen,feature_only - fixed,3,0.0033533175786336264,-0.01157258421021321,0.018279219367480462,2,0,1,0.4357007477095137
Roman-empire,iterative_relation_frozen,reliability_only - fixed,3,0.01976702610651652,0.011402346639269572,0.02813170557376347,3,0,0,0.009534488496059848
Roman-empire,iterative_relation_frozen,combined - fixed,3,0.014884094397226969,0.005757491029229801,0.02401069776522414,3,0,0,0.01971108605255561
Roman-empire,iterative_relation_frozen,shuffled_reliability - fixed,3,0.004647592703501384,-0.01235722145276346,0.02165240685976623,2,0,1,0.3606346725983004
Roman-empire,iterative_relation_frozen,constant_reliability - fixed,3,0.008059759934743246,-0.008116599942806961,0.024236119812293455,3,0,0,0.16527018884744063
Roman-empire,iterative_relation_frozen,combined_shuffled - fixed,3,0.002882679303487142,-0.010044178435884942,0.015809537042859225,2,0,1,0.438561357435424
Roman-empire,iterative_relation_frozen,combined_constant - fixed,3,0.0034709771474202475,-0.011262661520028071,0.018204615814868565,2,0,1,0.4174404444614529
Roman-empire,iterative_relation_frozen,reliability_only - feature_only,3,0.016413708527882893,0.008509848427270495,0.02431756862849529,3,0,0,0.012294902777374057
Roman-empire,iterative_relation_frozen,true reliability - shuffled reliability,3,0.015119433403015137,0.006173579176981341,0.024065287629048932,3,0,0,0.01839033111951107
Roman-empire,iterative_relation_frozen,true reliability - constant reliability,3,0.011707266171773275,0.002880457423506696,0.020534074920039856,3,0,0,0.029360444701347677
Roman-empire,iterative_relation_frozen,combined - feature_only,3,0.011530776818593344,0.005610626800767107,0.01745092683641958,3,0,0,0.013941799216483766
Roman-empire,iterative_relation_frozen,combined - combined_shuffled,3,0.012001415093739828,0.008179239589474922,0.015823590598004734,3,0,0,0.005434160246578061
Roman-empire,iterative_relation_frozen,combined - combined_constant,3,0.011413117249806723,0.00570791318990494,0.017118321309708504,3,0,0,0.01323046732980701
Roman-empire,iterative_relation_finetune,feature_only - fixed,3,-0.004588782787322998,-0.029030922082085096,0.0198533565074391,1,1,1,0.50401810756964
Roman-empire,iterative_relation_finetune,reliability_only - fixed,3,0.01947285731633504,0.005386155657630459,0.03355955897503962,3,0,0,0.027122689190828983
Roman-empire,iterative_relation_finetune,combined - fixed,3,0.021061301231384277,0.004914691664042292,0.03720791079872626,3,0,0,0.030312113625952913
Roman-empire,iterative_relation_finetune,shuffled_reliability - fixed,3,-0.00029414892196655273,-0.0015597695840031183,0.0009714717400700129,0,2,1,0.42264973081037427
Roman-empire,iterative_relation_finetune,constant_reliability - fixed,3,-0.004294633865356445,-0.02950457703457732,0.02091530930386443,1,1,1,0.5398404469719669
Roman-empire,iterative_relation_finetune,combined_shuffled - fixed,3,-0.005059421062469482,-0.02836359976899352,0.018244757644054557,1,1,1,0.4488535153288561
Roman-empire,iterative_relation_finetune,combined_constant - fixed,3,-0.003941655158996582,-0.030124047117852378,0.022240736799859214,1,1,1,0.5835758395130077
