dataset,model,family,control_mode,edge_protocol,run,split,seed,best_epoch,best_val_acc,test_acc_at_best_val,test_macro_f1_at_best_val,base_alpha,baseline_val_acc,baseline_test_acc,baseline_macro_f1,initial_max_abs_logit_delta,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters,max_adjustment,lambda_init,relation_steps,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,control_epochs,patience,fixed_alphas,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,proposal_mean,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_control_input_mean
Amazon-ratings,iterative_relation_frozen_feature_only,iterative_relation_frozen,feature_only,undirected,0:0,0,0,1,0.4698677062988281,0.47019433975219727,0.3752945842656947,0.75,0.4662747085094452,0.4672546088695526,0.35374316648395904,1.1920928955078125e-06,166144,156544,0,0.1,0.001,2,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9f9d1ce40cab8e6e,3.6769182682037354,0.7510356307029724,0.01890137605369091,0.7148604393005371,0.7845157980918884,nan,0.01699165627360344,0.03513956069946289,0.023110900074243546,0.2672380208969116,0.16350948810577393,4.696852207183838,0.4987586736679077,0.2165674865245819,-0.04526614114275194,-0.28038415896370833,0.22459288207629985,-0.11592254857020991,nan
Amazon-ratings,iterative_relation_frozen_feature_only,iterative_relation_frozen,feature_only,undirected,1:0,1,0,2,0.46643802523612976,0.4634982943534851,0.35518152526936964,0.5,0.4639882445335388,0.45582231879234314,0.34974854217228135,1.1920928955078125e-06,166144,156544,0,0.1,0.001,2,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9f9d1ce40cab8e6e,2.7024457454681396,0.49968045949935913,0.029890641570091248,0.4498293399810791,0.5509850978851318,nan,0.028193296864628792,0.050985097885131836,0.024992091581225395,0.3146369755268097,0.2009928822517395,5.56764554977417,0.5133196115493774,0.2240860015153885,-0.5651068555309844,-0.173155463164411,0.0520513294747734,-0.5728987655811139,nan
Amazon-ratings,iterative_relation_frozen_feature_only,iterative_relation_frozen,feature_only,undirected,2:0,2,0,-1,0.47983014583587646,0.4768904149532318,0.36758081365794665,0.75,0.47983014583587646,0.4768904149532318,0.36758081365794665,1.430511474609375e-06,166144,156544,0,0.1,0.001,2,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,300,200,60,"0.0,0.25,0.5,0.75,1.0",41ca1f5d24e0096fbef58b0a50293e29950dbf0663fc652318997c8cb1f51379,9f9d1ce40cab8e6e,2.5482404232025146,0.75,0.0,0.75,0.75,nan,0.0,0.0,0.0,0.0,0.0,3.102062940597534,0.49693405628204346,0.16541516780853271,nan,nan,nan,nan,nan
