dataset,model,model_family,edge_protocol,run,split,seed,best_epoch,best_val_acc,test_acc_at_best_val,test_macro_f1_at_best_val,local_expert_val_acc,global_expert_val_acc,local_expert_test_acc,global_expert_test_acc,local_expert_best_epoch,global_expert_best_epoch,fixed_alpha,fallback_max_abs_error,reliability_components,normalize_features,rw_steps,rw_samples,rw_seed,hidden_dim,num_layers,num_heads,dropout,lr,weight_decay,expert_epochs,gate_epochs,patience,data_fingerprint,preprocess_code_hash,elapsed_sec,alpha_mean,alpha_std,alpha_min,alpha_max,local_logit_norm_mean,global_logit_norm_mean,local_entropy_mean,global_entropy_mean,local_global_logit_cosine_mean,alpha_corr_degree,alpha_corr_local_similarity,alpha_corr_neighbor_variance,alpha_corr_rwse,alpha_corr_label_homophily,val_both_correct,val_local_only_correct,val_global_only_correct,val_both_wrong,val_global_correct_given_local_wrong,test_both_correct,test_local_only_correct,test_global_only_correct,test_both_wrong,test_global_correct_given_local_wrong
Cora,global_only,global_only,undirected,0:0,0,0,40,0.562000036239624,0.5410000085830688,0.5268314574475753,nan,0.562000036239624,nan,0.5410000085830688,nan,40.0,nan,nan,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b1b454ab1e4565619c24ee5251bb8a356262a72fbbc91d3875917dbfe4026068,5125b25c6a33007f,1.3680968284606934,nan,nan,nan,nan,nan,6.845661163330078,nan,0.3947700560092926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cora,global_only,global_only,undirected,0:1,0,1,21,0.5800000429153442,0.5490000247955322,0.5138372684912186,nan,0.5800000429153442,nan,0.5490000247955322,nan,21.0,nan,nan,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b1b454ab1e4565619c24ee5251bb8a356262a72fbbc91d3875917dbfe4026068,5125b25c6a33007f,0.4486415386199951,nan,nan,nan,nan,nan,3.5210790634155273,nan,1.2951797246932983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cora,global_only,global_only,undirected,0:2,0,2,25,0.5680000185966492,0.5540000200271606,0.5345279527270386,nan,0.5680000185966492,nan,0.5540000200271606,nan,25.0,nan,nan,"degree,local_similarity,neighbor_variance,rwse",True,4,128,0,64,2,4,0.3,0.003,0.0001,100,80,30,b1b454ab1e4565619c24ee5251bb8a356262a72fbbc91d3875917dbfe4026068,5125b25c6a33007f,0.4685089588165283,nan,nan,nan,nan,nan,4.308622360229492,nan,0.9940209984779358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
