model,graph_type,seed,best_val_acc,test_acc_at_best_val,gate_local_similarity_corr,elapsed_sec
gcn,heterophily,0,0.8388888835906982,0.761904776096344,nan,0.9583210945129395
gcn,heterophily,1,0.8500000238418579,0.8111110925674438,nan,0.7331700325012207
gcn,heterophily,2,0.8500000238418579,0.8111110925674438,nan,1.307018518447876
